Load,Sleep,Nutrition,Recovery,Fatigue
62.01310787598692,49.26260925317474,43.302310501729885,52.52022474411258,18.098368362379322
21.769278170492804,56.15121329574232,27.696957970074447,38.7398303506888,53.1387087736316
63.290304201428086,55.77128239860034,48.663449049212616,49.72115954374431,43.778160567517574
50.13050702306851,48.24125804507156,63.14887022525372,49.718569730647665,44.314215458561605
62.828129700120044,52.40977194629678,55.76833335455192,28.202210282190475,35.39652853060315
51.248120105028036,63.36877974643815,60.510077136382776,39.2858979865892,55.326887118692426
66.75612560803722,43.78769751677113,41.7784225049492,60.380504084381215,69.70977951661101
52.349365203365835,30.570141019521266,57.64453828528092,57.51180849427034,56.771712145855645
41.43863581319299,82.9121140023361,74.25029720668059,48.0188357721056,34.04520139231018
41.46695754772455,60.213773876526446,57.21416584328081,59.0747509471031,55.28233468078399
63.285476280594054,39.513211142808224,38.07498646284911,53.35370027281654,34.122594506236744
26.82082114988949,52.79616260254219,40.10753964246693,51.66754614404194,53.68195684999269
38.36811673262701,50.44167650120216,41.57684733973306,27.51532759162806,57.04482124417754
68.37107117004767,53.61144929628374,70.8758753739884,59.291831704291674,40.23286375640646
50.7416485015235,78.31119761828069,40.09521657190119,51.267751705786054,65.0191689626318
62.831774062405295,40.62780578916052,79.28973646898788,50.62105837825343,48.00875093784174
40.12704487437368,70.11131360317538,32.154070221380934,45.09856145384379,68.2721143990021
59.560242780988276,75.30868640341815,67.49986525555443,35.89744146665159,57.57054134484316
32.32476933523363,59.47132825448703,34.31944437084091,50.248220480477684,31.36571131788437
42.861604458531446,42.93978072039481,48.11589460276693,63.33914670801447,39.38109470664533
33.17369853288208,52.10772952259407,61.57063101654993,46.92263965642096,59.055016484755754
48.40217583149053,47.25890679463659,61.171809387021554,67.57028048074358,59.07200618987733
51.878528338188374,30.137425957392892,50.120573404420135,35.58175564262754,55.00036067919568
43.23487554198183,73.36581208153814,68.35320229275493,59.0711510683364,28.766639681354217
37.557342951700804,66.3424652609128,47.80653375722801,57.93067004949647,30.957937518556193
26.60446720329286,45.65778776827327,59.07328842883278,28.26970167065059,60.45977150246875
57.8425248614173,66.54543245146789,40.506053047078794,70.59389511566877,37.470591167034705
21.105173460815955,51.13078005003533,62.404943854377784,40.13332074888645,53.81373246846585
65.78420953063352,71.27204432613922,61.88363054936104,46.605047744566484,47.028789748626416
44.46817639567861,50.82386788442472,61.47449163952324,36.04284847168377,41.25801204667353
60.75084427399347,47.70096910141762,52.64811064898668,59.605137898688106,47.80842355615641
37.415845182102316,74.44822721814377,55.91778342972811,64.26351905570645,46.70400509830664
54.63452992626813,68.19908537251357,54.934004712678195,50.703451331028624,34.6266861724968
19.761488677445907,77.43006558217732,50.320235981661476,86.66001776887987,58.79009872891537
40.84222522554802,47.54376920670057,73.68535635251679,71.36053912922793,64.05405857511154
27.278546781262452,27.00313378478993,69.40218766374832,59.1042451837844,73.48040108351303
48.92618285222884,35.82678208644933,54.856090694339095,56.931250081048915,38.479849503478945
31.292086944734486,59.979754095669435,37.17661135694253,80.19057872603656,74.61346331803642
61.65434475927367,75.25362604113855,58.746841250843715,46.71797943180691,74.21577299960818
58.12979098626754,43.95770875163949,34.89493936782138,39.807149653003634,67.25430828442127
48.96434140778514,76.71379419058175,59.728638954263666,62.06129992789096,40.37778491144552
43.20461965767261,29.467428889050215,38.63014175976358,41.424928341296905,47.09861424162051
79.73532889190797,41.81352103388143,69.8795571045508,33.53640366934346,41.812094234021885
53.23399052143106,64.94641961642213,50.25472938456334,47.22342994669746,61.48293773577733
52.929629433539446,28.2502473574525,73.45553617010046,55.33804227443135,53.05966630727854
53.079241735095316,28.872638768583762,27.75547080396844,77.3668262718371,45.168678270182234
49.02869141159526,45.43159037244099,53.54037572217451,40.43005514663104,44.17269670495965
47.37422636137237,56.74492440576937,59.37178248019741,49.73237742013795,22.899630553765892
64.60859745407443,59.750566783824375,29.418002080630615,48.69837297984486,45.476517970577426
67.0030490494071,59.777532322670154,32.28019054649789,80.7087133400687,49.94590256114028
61.0026946489713,47.73736409054462,37.34625471714925,42.485529288053236,22.56027801737124
20.942834417248896,46.06368689211219,40.038439368305205,45.67529064070334,36.21863068746889
84.26336193475171,55.162122298526576,50.753610843641596,69.96357195386823,82.68066957405574
30.695934623711125,55.40553775385027,44.01637649506853,58.73417596919763,52.73050511669851
37.34330825804305,64.99623219918146,49.01899596163092,55.34000947360441,62.79459081236304
62.667496765315605,42.02754165057097,45.60429234751702,45.110345123809694,33.155912492029906
48.19672216161507,57.00066527219415,35.17951234971588,51.42912551371538,64.32157586460032
66.43698899810249,24.10602984416913,11.119945193867245,48.081623536297805,43.65167424620787
31.281499299840565,45.90530302141785,40.25393492588762,37.43128433738359,38.020558377838086
50.25757022506286,16.378727979199112,47.529516896222205,92.9113608417619,62.338130683734676
43.54501199224951,66.18467637162682,71.49374812635408,54.368355227447125,32.27070024155749
37.85144991791928,36.58796693998235,25.98797534308011,65.35902786972346,81.49290584167824
50.63182755936151,39.565607099679085,60.330468806704516,67.45479241572139,39.553602046323036
53.941647721060264,24.18705388691597,51.92004772708864,34.98189955781082,54.49338657935819
41.78979303213673,50.209877825197324,82.34658623752748,51.522457615579505,57.17781547746225
47.482143513962654,23.62017034549731,40.458053024773584,41.85145282120175,58.704499744495585
55.76333831441837,54.77407329926111,63.456885385253784,32.673347213795665,80.73788936297143
24.810651441848933,30.12036715331493,55.594613273097465,33.681737023154355,50.748511027378065
39.1178321306145,57.61083557963861,49.434245644214016,41.35143045179429,49.61697990890266
80.36986589095224,48.72685915125224,29.094032093489318,22.748991209410704,39.84222884737918
53.663469333948875,71.82535357036099,63.347973604607034,38.288337765796015,29.96692136793752
46.89710990491057,48.31531348096597,43.95802957981547,59.60342324143588,35.85410451021988
47.215092404821135,54.296349150057985,26.492335355741844,54.7969741243656,64.43682593323607
61.52535943853103,49.60640890010262,33.44172251599636,36.94288602401281,46.84668779267484
52.272387119792185,35.091868697406866,55.13151735320158,40.5444937791073,44.95449769223127
59.84171040507099,12.99868594838216,49.341655736255355,46.50100964296057,34.07335654855632
78.07861133298628,34.12013029612443,61.74298896222198,60.32918253508321,55.64327718673102
33.347078575579864,60.9826803739232,39.23982847556889,16.468360546815546,48.585113903720185
51.955630470587444,61.26453306483855,38.980748433172025,77.4342413434191,49.545404125908206
64.0889717127516,60.48100961147213,57.251407242557924,67.85563927191414,46.34214328694035
58.56024317758397,48.82274152228622,48.70207550641178,40.25246248201492,48.91674308084277
70.41495755844123,60.087364806453216,56.432214861648355,40.918660081512876,40.658950842374196
38.70506046470541,69.48205341758111,62.893715721745494,26.978852716873796,64.4667460201669
