Price,Income,CompetitorPrice,Ads,Demand
57.49602401846365,43.58489412748364,53.706902318285,28.16948015002739,84.11767664068249
56.22129815506796,75.61240239867757,46.008436613317066,34.2520007411497,42.62684936484524
49.3427348656222,48.25131074835707,77.92343431704921,37.16407486337047,40.92841767325002
60.69506015868529,26.20003577860129,49.39241806476791,52.125806499867906,56.50024610137119
55.233100391797784,79.81606039116132,36.7285620843841,40.33470799660107,59.141754961453586
53.39575647873235,55.2684210748329,28.922721007188265,82.7161790469178,56.772891324200145
26.26860215609992,59.16958017633672,33.449626550555664,63.93696177279678,30.266086379922633
65.09079153228143,31.688301049609414,35.38511737129236,52.06513196499553,40.82513736988895
41.68358890452197,27.052600631138905,45.05364242391082,63.25770731987258,78.17556562922928
62.4133896290389,60.271934555875184,24.672432854281016,49.568721275676296,40.22575047228028
27.339549630154952,30.91838756521315,60.01970538976286,41.63988407798358,27.874502507008934
40.455501338395024,54.34199363450594,39.88623141577355,31.84860037016276,36.19692287688501
63.26690416682852,18.83217307174884,45.97958735497853,48.272748005453856,38.661700920609235
35.62792206766799,64.7514359030183,64.70017422128134,51.57978803186477,41.849440424325095
51.6893316281926,56.065754935369505,48.32195670498749,56.47030005469384,44.6956330129552
2.7304150565322374,47.098702052466145,60.274036524789764,50.45988325877604,55.15503065034199
45.93003587997129,47.10521335173775,52.562596013641176,79.15335059996374,62.63423005081495
60.649623035825485,53.07208717776726,30.024199863275005,68.38466833924686,63.6088334266893
55.4888786704008,49.34229954252389,58.18873982183784,46.53346578597177,60.9191824317839
37.43148108687541,21.349216978384533,31.982377750853452,52.11533098550526,45.473916414755806
47.783877227692074,30.55877507744526,54.52904023996439,34.45095797633425,57.44864031338347
28.77858316127276,37.41896086619245,35.40251483677162,58.606958074475024,43.07172427348688
56.37040885465481,67.10635178172113,76.70021614959131,53.467385107095964,33.470816985280656
68.76842964794388,72.67033157766683,49.10235632347763,69.7795643972147,54.99947731689022
25.11225791367342,40.53497404341302,42.422519662987746,44.54476189898834,35.998139394616814
35.52967172718456,70.18900964050613,23.949773381225825,39.139586587694474,59.31573537182577
41.637757245933095,56.005078392897985,43.97922509429082,56.561531405393445,34.430689011309376
22.121985852670953,43.98361699248017,23.177352418629795,48.99699194899288,32.94946380635199
33.12950224750503,72.08046883711661,54.10577262046596,26.95670039001588,49.275390194047915
47.85572427593639,18.972980230281905,55.2147764254626,64.29233177206791,43.6572882352001
45.61905692326853,41.64197042880751,55.78181183214236,46.25806032070056,46.85562130067627
37.85872178683169,80.62001584340945,46.105830124928964,60.50878275726245,53.981979124300274
11.605462248745702,44.439502949711624,32.705372556540304,64.65102604825037,31.004293914536365
57.42230248542909,64.94738487284268,54.206109763588344,50.05665400561679,44.06134479921539
48.1474757106996,29.898521191696013,52.6681474150864,65.7723176415841,36.91415477070649
50.275769925460004,48.448058755150896,54.68966555836198,41.95353436343184,27.37180507703015
33.19644935621675,15.224198205278753,61.6408762105164,55.96486027113457,49.78195987249031
39.54403594033658,47.568988591567624,49.5724562312775,42.18098157671456,42.752083008113225
69.64234139212385,31.237748553285865,64.8930132713177,25.77308279781827,74.1166582385788
14.156005892556486,56.98083163224191,40.119550654344195,47.494667376334434,47.97178365626873
59.08426864406108,20.576399076420923,49.53810155171268,52.7781880720035,40.08045974277277
48.33415640044177,40.03808764549308,58.321592817490895,55.459287706154655,53.25474466060402
59.93581686105205,68.70781594966226,35.12737756212324,83.33198701464582,55.89685726413971
42.48281650451325,84.49406595299963,43.774189374384,31.833673017426356,42.35264185794772
41.63222287407277,66.27405677720395,48.30817269813548,51.501319488484874,50.953790015746776
67.49193779602292,45.1614210394527,46.92461854973532,39.66980105084908,43.68944200024493
57.87736248141996,60.92984525136181,75.49746506762361,48.43908902953342,46.04347800916956
55.957438947101366,42.9671157492581,40.38906813676993,54.85388586502242,44.12264971593872
45.657131854013734,59.08533831725597,54.65173097265717,80.00795148016923,63.82728310394314
38.48985440425357,44.00358188893877,29.40758089975467,35.40514418609608,68.93334648446059
45.833566550962466,29.208405072215093,20.791870480461178,27.92466780842359,37.962004276479426
50.0557770492286,44.05185437209024,60.47723035728196,35.96254571800083,68.39680286459713
47.95483021177452,56.87449583813828,42.1971125244737,65.25405104802265,30.09154919489226
31.49074714709417,35.4572423380224,67.63902097006664,46.44379972636759,35.77414483847101
47.05392146437603,52.579993382454155,33.84424763682574,52.39347428037911,47.958523308553914
42.412144476470225,31.00491967661193,63.32816644510174,42.968028628076596,5.9795013666680745
55.340303943557394,55.71383271172907,63.99389707064363,56.198483460867436,52.07626832877673
42.69690817670386,42.740226355885135,60.13777475001839,47.64832527598838,28.44080768645511
44.83709435555647,49.186294489833706,20.140242496088355,61.20162782440286,50.00963292430951
29.558057536675165,45.53839500569962,48.465801212260686,64.18916426885514,63.75742451422811
66.17125302877275,55.638312766880176,40.19796305219435,36.39173718698745,39.48936753022767
49.01198419208531,49.62288038688233,65.43448771420391,46.18478816354875,19.643760326387977
32.110262438740364,35.36337765504424,35.34940579964624,7.913956102248179,73.54191019661252
17.261724241748027,41.39384203619403,59.87594358244485,58.84510452363988,27.95474550498672
68.10109946155352,65.91646926204197,47.278751641369965,50.40877174799202,36.29425588976108
53.7862628418067,53.39248857295063,42.69922997181279,59.68317020387572,54.97267572728873
98.19961096450322,36.475093613505855,69.99356814521245,37.2152613496749,57.91170755005294
11.008575185913024,42.314695869567785,57.08100726983263,53.5986666538985,19.92298810795981
43.82166726788294,72.1507657340847,65.43416815454856,64.40692794771317,85.28305135681926
23.826451775134608,44.08378743015936,50.466095628177946,39.03220590547242,51.87301096924335
69.51470210567612,51.65485774932474,16.940394797929756,60.153620997113165,49.77510919210482
17.310948910939942,40.76746634336051,23.964501581848893,45.68259360836697,42.44101232165433
27.122801253908573,53.76554205227797,33.759704072178394,69.8605181189172,52.52293159688164
46.08775003838364,68.81104087188221,53.90363423284914,55.19905114911365,49.02477991309141
45.29484554612911,56.0627269515201,72.86031325659519,-1.2939337947853744,78.0242270597311
34.879232638469944,52.88632296010149,24.24455268447928,72.37156395609672,29.258531042287085
66.83495294647915,46.3823244243039,47.55932864461275,31.11199664314556,68.28751530104664
47.78797090739241,60.76508666548608,19.005819236489863,36.63137967951192,53.760586021238055
26.331920315803057,55.41885259387939,40.072031232838754,38.33448057929039,57.69115975401464
52.561512131429346,33.13990108454036,66.84712568462183,57.581975410528045,19.782635000848103
45.45233265760679,55.598724731159145,48.33248569376081,0.1482260438487586,50.95267178377411
61.36326063952205,48.77864172777656,50.832193221314554,65.29855196214001,26.23643832853918
61.04626060851755,55.09390704945576,25.64521477158842,60.46593775820369,77.09296402897127
55.007355217645284,58.317050103727475,34.01924137661361,40.72102827876155,34.73144378817754
55.9373903503509,42.23042042683343,41.30459724013289,60.556187633964754,75.04593948766455
48.68516046023533,26.37611619533324,50.60251403307061,52.87341355320974,62.47113773883768
45.14725585211154,63.2151248956313,60.91459485316803,45.52879609423999,62.30458382279231
63.95271177421035,33.63317521711596,64.40532412874659,48.20035422766062,46.28818253924389
48.38077063104757,68.61811516876372,68.57676348777731,57.14492468515049,54.04384286383788
48.43552534526442,90.47695857688133,39.7281977848906,43.292267194467975,54.53659305451917
36.399737276294914,65.73132537914898,27.929791892916572,39.29201504641607,43.97385822583822
34.929952643979505,65.61463644594807,30.275159067926378,35.55222710707359,39.84674221231589
62.64492806780646,71.78705969409931,57.835892441494146,30.29460003262477,40.6971676494247
73.58122198901579,50.43293333131806,28.312921431415333,82.9105140706096,41.453202444524884
48.927021264946745,39.72884510067968,35.66641964772494,69.43973265252632,52.94341407383424
54.7296159284667,30.80718769932102,45.5108662376977,40.66960188457632,37.615183870039175
57.00968726225138,44.932040283035114,60.38950637316592,60.81105411903022,43.474806991818596
56.80937274695775,43.06703865561822,38.18134843955281,34.096027722996354,51.28958625416236
38.870117495835686,70.67218423455465,74.38977011545114,57.12385545910301,53.652669528550064
50.2786405493972,85.60595943655133,79.43644121154229,46.93123546419439,47.01656537462511
54.90397900364667,32.30604835838234,23.001551131141703,29.930624763411736,45.47451406800059
35.82555958716995,71.82285315943427,27.961156820086487,29.968029778345308,22.483640996023524
40.32034826236433,44.02516061651332,48.80659830606071,49.47801999934634,40.67315969975114
34.213147503663265,56.2828513365386,36.504477665189775,61.7175019873444,27.763869399649963
38.77755114769072,80.6335835144167,82.67896885757341,29.584061539485727,68.11178950818346
74.20313938515066,65.94676207731167,48.9976582878886,21.05097296823967,51.27060425341093
56.17250232208031,53.57623346500973,57.15434389890696,37.81850869645129,42.742705918914105
14.088433095138107,63.35332243558517,36.53503058512534,46.26367250064016,53.797489235930385
