Price,Income,Ads,CompetitorPrice,Demand
39.458295635475494,67.41743542530352,32.94522583226675,45.45088035044074,54.083084978437356
42.169886621743906,80.13128541140304,37.453617960132505,54.373034279819485,65.62939145714412
68.27900837170445,81.86030303699388,48.65940873378874,48.73419731715433,86.22420046951387
67.4680719803294,86.61945255051612,56.62267215168637,55.730314632062054,79.08315508951387
63.282584976166106,93.21397483334972,37.52119158847615,52.04802213255548,80.02507040335587
45.6722685962725,50.604967963080185,13.986159978309143,61.9150927837423,51.67293208399596
43.31385900686761,46.796475341120875,48.61576169766232,43.752742545511396,59.398109857518826
45.279115487731296,76.36598128929627,37.89561019454032,39.57895614372697,56.97765991753137
60.55540642558543,84.01581029393657,54.711952671179276,42.19257666562613,71.73829288453493
56.79055849938519,70.60192161567649,40.71983950519404,67.14141863970957,67.00866259502195
51.481483217138795,79.65453816051337,47.62697142614139,43.6198109772491,69.24469196975114
60.42945729142244,82.10355019158908,38.73531990446183,54.81508599311873,69.64899350962467
52.87189907709037,71.8992918255093,39.56252745282599,40.91346396989606,54.759166473340635
65.55772826579138,85.92204503501748,60.05258095910899,64.46811526291036,86.2825005958239
59.70316040899288,80.58342097818417,61.39400558782603,56.87468387857283,79.2651719361648
53.97375928588411,70.39154396011372,46.69962226510561,58.96218488833833,62.59481658294709
61.53940125444072,94.72871015616457,60.68605155793398,61.760137298850324,84.07299320957853
49.966695829369115,78.93543152880038,57.62714425201561,43.388341189321125,70.28043694350508
63.09485211134251,78.68329617462273,39.3314540203464,52.75512303396512,73.00044020541137
40.97697589107319,53.454673669726716,10.892114672067137,61.15740448597468,46.40990792404173
48.8740243372091,67.49551963737134,34.67819911706198,41.8137351450095,55.97786541584297
22.98544480304116,38.6647544984251,11.952953439130502,66.60355459912952,15.17564288346056
42.421792033488394,68.35685833402054,33.39586531512424,54.89158393110973,54.790349357882505
50.550077477108374,69.90667501951641,36.69597559361537,50.77388494931074,56.35005269319305
42.00710306435064,69.390183653263,49.734983017001156,47.84069240942912,58.41612785662234
63.70118627869363,69.28403570238113,58.1601332110815,41.40249873467963,75.30298659053818
45.704197452316265,74.21511822614232,36.99958067500868,55.15164393897834,55.15468648404229
55.775320346687046,70.92412275620066,37.92124864997845,50.92993532581837,65.03282365243805
51.82238810106506,70.58236298647407,52.588797016547375,32.5247521258,57.05906285152278
57.526572011363236,72.1872227274795,32.89712607699589,49.243533604279655,67.84713866845014
51.713033233478775,66.87736081509817,46.848496471437315,57.283050833160544,59.51706824885574
65.73276730275651,80.67490754437175,59.25974223310578,37.016785722656095,74.74017534932644
27.804528864584995,52.17239028012112,20.158388686958205,67.7745159316778,29.354365284875836
55.021002664494574,69.05525652534608,46.08100899776816,46.21904313883988,54.71348989608276
51.23144914957009,70.90964138293484,38.76850808868156,56.63574348600505,62.63088452962638
32.24310788354108,74.63294067025109,9.523538751907676,29.665904878307266,41.680917224240446
54.61986002774569,70.23083696738975,47.71086554200821,50.60283871762235,72.84043654511967
40.0844594594971,61.470607105807886,17.544786909789337,45.02304479900088,41.744857563289486
55.57500436228181,76.07652273911238,35.654026304202056,39.96757789148149,68.33065073791622
67.86143085656036,82.4266308532116,43.232637663943265,48.98170276093416,74.80964196044108
35.808908204119675,44.10923070515075,24.614995492675753,69.16104822239734,40.34474465059663
48.25564747159237,66.53784931143514,39.614123760241945,49.23687984909226,53.7380549003576
48.74544978308594,73.57201012915587,27.41661367216532,44.22166358679155,52.729852236401356
52.69487884470338,73.41471699046261,42.097648628852255,55.76453394461315,60.43645223835444
55.64655293630766,69.24615936566718,37.52416575956263,42.93011474087204,68.27440517702254
51.17217104196549,71.44721343900264,39.55883696273374,51.37901537151957,59.26533139154583
51.9571560786575,73.52852119152132,29.56868559655917,61.72427058742062,64.14464301564534
32.114955067636686,61.610409663715394,27.25637925868678,54.4477111100435,50.14849419145642
52.17791399872098,68.01991793474726,29.02365458574036,42.28014369483724,54.70423730970795
63.29528147470485,82.98479851866752,45.74860694515197,60.35212374654846,69.560832168322
43.392014511025025,60.1382448082977,45.3815681752851,53.92912162247365,53.07791201687574
58.423340280787976,85.26688120311263,39.79225590097043,43.94317511344438,66.55106220282683
40.69997250157617,56.91409722770116,34.408279246398486,66.12572386792176,48.749844157535435
61.98029521151337,78.25970938621195,48.92856276123591,56.06719132636357,71.36612572649095
70.6161959538606,104.98610231321251,61.58964214426407,41.143251453115255,78.55937883313244
61.25262568119516,88.60785240338632,54.51551372876598,54.40757552599328,84.30084604716114
49.7740883677316,72.22274718999077,33.081337144556564,55.63446127506901,49.603689961835215
56.69896736807726,84.07923561091565,34.335862098509224,49.21398851026178,64.24177209491887
64.48863012456818,82.2120433943384,40.5521525454856,64.89584119387729,68.66318105289696
59.748048073292104,90.80536449660617,33.779778003153545,48.10550220287777,65.51993409599542
45.295359671317456,67.47979405236119,30.390715580733996,54.46443251748461,51.669118144118606
70.7394751162978,87.76017650717552,47.59443153315191,50.54186368054015,73.21224079132767
35.783717859384886,55.654489537419146,12.685956077100311,42.025132728316876,32.982602959288265
45.0202185398204,78.22515515069509,31.26469726588513,44.559990755444204,54.4859462341793
36.64873887579211,62.83267154230039,32.00247803790157,55.61285294671546,48.32403708885427
55.17516057048756,77.03803756772595,43.73470658256355,47.832830239954205,67.4994073263041
44.988633892589235,72.27807655398718,45.808760547695485,51.10883282959495,57.02370602722713
48.95795430364313,67.92252356368968,47.841274066963926,45.198632324103045,61.3785115520048
36.55102515069835,73.07371256512208,18.21877692860643,38.82990191514935,41.48115965510251
63.49914530129706,91.72150430578355,50.182377839850744,48.25047940428808,78.62481805732388
38.46600392395297,66.38094397790584,27.655941304108957,41.742176657858415,46.975251216273044
67.95699695629845,91.97755796255456,51.513974157306436,49.81614380717959,83.42343775266578
44.77957725616469,73.01590715463038,38.841037256734026,42.78527266990449,57.740832130846144
39.50084185072019,54.641232944357654,26.59007857049029,51.26517948765901,41.006311712340505
56.9676260585297,74.21896876458192,45.48832352856998,63.08166277450338,57.148815428303095
55.240848886473884,79.92295640681559,27.8313103040215,49.83251591626281,65.30762819030343
51.25763676139951,77.95160567870553,30.350088597441882,71.52763832618854,62.19797780609885
64.38928086046,88.71788007954791,52.66385882698015,56.26916504380758,74.67469938857178
50.06734198078525,63.16850716081288,34.43993485375753,42.12419618664487,52.29563687055361
54.36213625100749,74.76972768942457,42.9541629637265,62.866759006990804,66.1900731372062
54.5908958634936,74.31243013199045,26.293208825678736,44.05026276321504,62.54027815065821
54.67028716800747,85.28934662506384,42.28181647691437,51.15161909259107,64.08493649282555
42.344420684297646,63.41201690411583,27.57166066633188,46.89916655873853,52.867544881334986
57.452142163129466,74.3045441293348,38.93950532353619,38.89755341367085,62.30829652582508
45.05748697692962,77.57028569545956,33.6565888786335,36.456831371590376,54.023322778536766
35.66397465113964,50.07971953327498,11.620117386090952,36.90080637739187,28.145428151554
60.04214714681071,72.52404998460182,52.35230545157721,63.58504104332965,65.24411987564935
56.71243452351275,82.01790932114648,42.335811429124526,57.135319034365196,65.40896299832168
37.918379255004226,72.40731835742189,26.336248993055946,75.62396668673837,42.869386927240974
42.92113172648658,69.8288926735053,47.09584295256215,33.49244253336754,58.242126078477646
60.02652199065549,81.05280097881975,42.95992369042972,59.54749820140552,73.94860672385924
31.993373162590313,61.85661473719512,25.907089062075972,51.48671940788406,41.06458124524106
61.96419316309353,75.64375922395271,40.603198718225315,56.246644632942264,68.44140838143527
66.19511726791973,79.96665218613728,46.443370891266504,51.09828090808894,69.24351871562956
54.49416598606894,82.45316841609969,45.993646476166575,60.2535844214158,57.79585310959786
42.3386306185412,69.24920461991513,48.63788887036412,38.40508653545212,64.26588608418834
61.12182249378337,76.08378508539506,45.35935367474319,61.40603769439657,76.09427180880522
50.7683149614941,68.64126953750555,29.270358336241983,41.217071025759466,57.79046096125092
34.3355794249747,67.49056246098542,29.363789643913428,59.2018244972518,57.29740156555128
37.3236287351784,65.03224241083336,29.2423704852132,26.744213796547385,35.62954947583769
52.21479625248867,75.158480237748,48.008288505981945,20.063331973813025,67.84340520950002
67.12245825525825,76.95844001512225,51.80724950857733,39.35585290421483,72.2231896018689
43.03808465067537,59.36602524916309,14.859171126221984,46.48801071986815,53.34492152424465
62.561634508940536,76.21482211393575,36.18087323886803,39.69776084045305,63.67855787578904
51.464895670235634,62.83652323963935,40.79360760007603,55.64344478685396,61.91607607855454
58.42075129836297,81.39032120210548,49.24701905988968,53.6118071649936,71.21560912621334
66.88738928509508,77.46355165859833,56.402410468771805,42.772688395785316,75.29936955817172
57.031280349449595,67.41843990873531,28.320767460668314,45.476488271519024,69.340337759356
51.925395052223216,69.20679821541403,34.716265950493685,50.69505658776009,71.15121005117653
72.91109188230126,91.60055030272977,43.57139759632579,59.45404748913088,78.14176586151622
70.50476779772937,93.29646394359077,51.547016670349414,49.18936425149506,73.12567888796835
61.95277289238989,81.67789024129883,53.17055168004495,43.422291046444016,72.24539129451958
41.16503478155856,49.8719001474132,24.893031298426646,50.48020883502906,48.70133199191968
51.28548458777902,67.06303001823596,27.56491984013341,60.45001982091142,49.21101383823442
44.37779715604218,54.96301021434215,35.10081331206513,57.59016339167281,44.642645829428744
58.11717530772624,78.99007005893135,44.15023581419788,47.15095843530817,65.00499006750655
49.65546765364304,65.62662794898608,46.46723775323024,52.49836006949115,54.30109330773052
46.17944416548806,72.68443786264865,35.21778998867678,44.8082566114137,66.97738898413922
