CO2,Deforestation,Urbanization,EnergyUse,Temperature
73.65384680275321,55.07282014358025,28.92634391657025,60.69345310559864,50.140441634026764
45.76264039424109,57.79447001407485,38.32981777387068,47.14637565410034,42.21083161665554
60.22071545703031,45.13087400246429,52.139631773553404,52.47226878356289,57.39132420099054
42.86563580675062,68.06979676693817,65.56030696546418,78.17210280691465,36.46488408982785
52.73833610430012,26.205066165446578,33.15209319083901,61.16828437266239,48.23966579966796
35.504260446673406,61.66667800190222,55.04523415657112,14.103754301811406,66.57384763328733
50.91451553273651,41.804339222051304,29.841684317407168,56.929065094538394,42.769491664032714
47.77553681121228,50.80973252959794,57.870338697600495,54.303302008244394,72.71146788531334
23.35103120017761,41.403395794239344,66.22896458592236,80.91895681892115,67.4867204854702
57.590182052386794,63.15526555843104,62.68331575068917,41.3605926861067,59.16080918848234
35.50968612265145,52.058346069500814,42.70581878496715,57.16368776250071,42.07640199289649
51.12686334326393,34.938789888460015,44.483399624514774,67.45567180400575,22.15140757537084
50.91756552771767,71.07428576713865,63.38760956134743,51.27784918410423,61.25246845940474
38.96554768583262,61.01420739749791,68.461924440104,53.53968732118495,65.06047846177874
34.77118154623787,32.61264708895487,61.72204964405944,87.08456927335766,51.3647043581254
63.2815446845163,5.9517516165518956,59.17802783741014,42.62999846822696,80.02396869643422
61.62104296174255,51.257937630722964,41.80818148055088,69.24289084257359,69.5986033023168
37.887543149238574,67.58172978281569,65.23434051192828,54.141471842746256,62.43972561314514
58.5045455475869,34.428495599829276,55.38289059352868,48.087047772639345,33.7005176539658
38.24525712854303,25.120893586269816,23.908040519524867,41.34948498898758,66.61892783245334
30.641437451421712,31.983439320886973,78.74395043518591,35.736654286452094,50.452600038614115
57.52494936643301,47.042356585648534,49.32244862778434,37.937200176660966,40.28221364651145
54.8463876551032,31.967638928363513,71.45974570594326,23.139402220632924,53.21314541746077
34.05274771206278,57.079674853438085,35.438977120342884,58.86419019939691,62.22888050965807
63.53924650178315,42.68825651546022,72.59737506349218,50.82322718564123,49.37650608184396
58.27267845466973,25.49170424486482,46.58570454979572,55.45354731677533,41.25278066899371
49.42420464401706,75.094269668449,37.997591264764075,62.02436302305988,40.621862553823064
51.21994082884942,58.02353158952294,62.368997033633015,55.609906655319044,61.167877339768864
47.34519154608566,43.539141290405894,65.51743512670949,22.398270129324953,43.948672636431915
46.27352893275604,52.68210729776314,63.524077953477985,53.094638289005786,46.73671383301504
62.53422435369597,54.261900033316856,51.94081848057131,74.0247960493636,64.53533583943482
89.81648511966193,20.695800446183426,69.41807370724258,72.28180034913146,39.7700538255512
48.257934915162885,51.29660767478428,43.26800619337928,44.890732770008356,99.59184479815995
50.031945518081336,58.84826997694593,55.61868546317729,51.40185133648057,33.13987545711123
64.47086905755772,49.289861437280805,26.647273990464694,52.42435012608233,54.61857810271785
67.40455108678725,29.778795931750864,48.25989382722855,39.786857372556376,37.51066391677206
53.375064494642686,43.32267456992089,57.55696261626121,36.606492183939416,47.87272658398025
54.2996606155617,56.27619471806697,52.813299918082556,49.36742784215588,41.331601626565735
73.82164238300538,53.2118186732408,32.98221280998847,20.538200597660065,67.9534645045473
30.669911406455046,52.78834655013456,32.085357925135256,52.15165890817104,54.68165484188976
62.009764631705075,48.62751513630344,48.68553537264534,33.98562426429823,46.17802410198594
50.57235482005101,50.6184573549664,47.47852369317164,33.88364280270843,30.564433277282202
72.61325086388709,58.82804542073425,85.38185030191087,56.01957355588475,59.98903104758472
36.41785496388859,72.02968609075613,22.297825613873496,59.6836594681207,51.66875830177647
71.88594156209365,48.0379799010966,50.576348736666944,21.02181108108747,21.61020035252128
55.540171731428316,67.08115595461793,54.34652690964554,47.97346476246965,54.61979748308522
52.97458749247493,59.93550459448899,35.567073974065536,53.83896922303012,34.82471621542025
66.54962768852417,33.58141166024616,46.63002606797177,58.959513380963756,30.193265155841825
37.78390194893791,83.5257218060144,64.11070165983436,55.019591333749986,59.679002955651484
24.43485408281457,59.426925229121295,79.32090435522845,42.591594525782476,77.35392740550941
43.06083986146842,51.820903017943095,29.91024707306997,56.53684107685683,52.236205159343356
46.66237119314591,37.086787108536484,53.37850380174549,40.584178983201326,66.59606595916878
53.889531684198325,42.71370935066537,65.00626229191617,43.53666631813177,64.58835816165241
51.76677358355465,21.382235015732547,58.819930903821216,49.20375882173886,58.324015296754304
53.235605609294204,53.333431403053886,50.63957196997243,93.23993766082263,57.88826951887814
23.476985014935263,27.382467517673035,56.49999509344419,41.413580674789436,66.10168961181466
54.84374835242749,55.651073417416946,36.19447371480747,58.61764747682898,52.583377514970955
35.95377371583838,36.0140331503503,74.84228713196502,58.520187714511614,44.262791857422584
41.81342443326248,50.15700152268394,54.327122771135066,29.783887471827175,48.12727630604962
19.26519304397354,49.63081258680667,71.85821723325938,30.482030861930667,47.90165458065219
46.74160316571134,33.13536995537514,43.20453445315975,30.180088794881453,35.48336613054844
52.45580568315732,55.81105610260973,45.06111831403173,70.1290979545833,60.973249325574734
79.51815993622981,48.223018497417314,34.266581958721126,47.16726644727653,80.23610031146384
34.96257344094624,62.73924062004513,34.55785596413582,44.50515526811967,42.494382953050916
36.240069425950466,61.69429315610444,71.59425436042095,63.53482481028841,50.39969043628685
27.70059041838234,51.947974415187076,59.38045598437379,48.621045791528495,69.92333932577912
47.04988234698104,41.00852218569548,64.80711516134197,63.00117512948114,72.47189865053295
57.8375807843831,37.93071376273718,11.13356796708132,24.159738665857542,41.28948062798745
69.89774750992615,68.35484505873985,43.934011577069114,62.20300836392718,29.35694933937676
68.61959918918305,45.78965845125458,59.708259150370026,58.071134193594986,56.9789719919565
31.996424649892177,41.193841787108184,65.81993321931506,57.615747424782974,33.78476403304732
55.642226890548756,34.30517707917652,31.027593062292162,40.69133660744993,48.5551992900785
31.96720487904903,63.372309347967196,39.359519619857515,49.518810316104386,56.723359836832124
77.69410803445541,58.90119445913621,45.431596101465935,35.197040097854796,31.22184912227827
35.27521618782498,47.757859396005976,68.0865098379953,48.06950420843173,41.597832525486666
51.71068006650439,74.72422932573573,38.67774787242564,56.87201860884955,44.55961310493966
53.01543355400326,59.580379483546096,70.61140494178412,49.16992880731192,67.01011477824962
56.079537310296594,30.553849757659926,47.06328645303988,84.86677102926592,48.28535802300486
45.28029358779614,45.2427103440957,43.01737274145518,29.355508980449525,15.528606513386855
38.39687660754234,44.72802154559767,58.258616552220516,44.45007669065231,51.901553434246935
32.272879027565075,24.278801368276213,55.215173667926614,59.765428840326884,64.73034005061729
68.06519265177744,69.77858718188301,60.30740016226916,41.4411130558906,54.24368119853862
45.17358057315357,46.55140785918771,55.876558301748844,68.98729364409695,61.408435649415985
49.87688428986425,51.477799640161344,55.40445029070974,67.67428066964953,77.84353068393733
51.94895270723494,46.94785277589252,52.36704134244081,65.47294814657913,57.81536869575555
