LoadTime,SessionTime,Pages,BounceRate,Conversion
58.341447501230704,47.4780063394969,41.885547733753924,65.77809212362519,64.864021235173
44.57780244127831,77.19829094308602,51.88614304554616,66.07289029797904,39.65104639063299
41.18571193937034,39.385108696230986,56.09240620451045,40.57373166006835,50.368302954560065
30.815340594408575,50.30231786884895,59.55762856230077,29.397314832178953,78.8711748269488
42.23848524502593,57.81682417431463,17.1925151806321,53.496972713979474,47.860349956726616
67.3708404673181,55.2377054123684,46.373080033483745,68.38638170203322,52.338201489327815
56.85063222883596,48.25018875473861,53.58593310968372,51.46738657073447,60.1207765815079
27.048012684092285,56.73595151895354,39.98491773872543,55.73012531259352,16.690029998058776
39.30272159111792,48.93152439762031,44.98118058102471,23.75879228003106,50.85758627772297
43.46314122906017,37.66962572708187,59.87015925622657,9.733924937684591,38.443102586566226
68.28986194350314,35.20398941410298,38.261739758231215,62.84257091342414,49.80893872973733
54.177683367324725,54.260888193527194,67.67717980822957,51.91628754902579,55.8865725653417
65.8923162755305,70.73273957471758,55.57508695248697,33.06771124433376,73.45691079843948
39.93288746191464,68.31439284304504,38.43476737321193,81.69776787568236,57.42279428476529
69.14719195693127,44.424151679902366,51.48277489419434,65.37928716775068,75.19443394812905
44.5799800709433,53.81804760915897,35.87813203418227,64.12590603898973,53.17279371384605
52.05113867344421,22.204057771948463,60.24868432069981,39.77593726161665,32.7220709523145
48.816999923218184,57.696502459098696,40.975446599143865,49.32192416437591,36.80443188123288
54.25621798669038,47.606435984270696,40.60321939282077,42.461571680124,79.21275510477457
41.69074191941456,65.68658274274857,70.41437046500806,60.793004782802896,54.248836156253816
36.97096525357946,43.17985045791867,57.571524225437926,22.817997988848738,61.08719178563217
66.44062374056703,65.26780860533184,52.620069544602,39.58508486167271,59.3203362545904
36.43579150422578,63.27508180140014,52.90009111815022,40.7747723159952,70.02047526138601
59.68908329493676,58.528779752590616,56.34952919657246,49.48585954047799,50.926468152999114
53.1590436484818,30.0551995552544,44.09465126922724,48.231010327060346,41.75043129166944
59.46990537582647,72.67706497997241,45.90956195120923,54.89825070665663,50.835294022955296
54.689685766173994,54.70964616382964,59.72900305375942,61.61444481795632,71.46588170121798
56.46364716163716,30.814940053740823,79.43716148834534,88.49964193676354,73.73875299969296
49.84702436364486,55.185112345234934,57.48866238754735,71.22022352299865,65.28658194831453
48.881237030004186,64.3130632610164,56.67229871481399,53.775858423517064,57.85264627323269
56.13846008531779,44.82258644723074,40.77904067809849,48.60763184866996,64.7375577199044
60.76699018659843,66.78036745764143,46.480556487262476,42.38794750845515,55.13143612404998
59.81829588747317,47.73088122513927,44.55369245940917,54.686628819668734,28.57298727720463
26.974534012160394,49.14839517936216,60.93295838554168,31.18583669816041,50.513225197376855
36.36876521780621,35.43809823247838,45.064192169689385,66.82354070346004,63.588297313493264
19.370942841782497,17.624996666053043,62.3481711870196,80.85134128425067,43.42817639913537
44.309487162062524,62.082708658723924,54.660780782980794,63.16645812669333,51.34512128132387
60.36477315522585,47.81684172491817,52.42342304030993,33.45802590427593,70.75394994666578
62.932837017962015,41.526673307865664,46.59589871132517,48.9854127539297,44.80920103782708
29.63008248234591,53.00634474630938,28.330745818251753,64.70168776796733,68.95439629249736
49.83442726168394,48.42241873672998,27.919687954972108,44.98587508905052,27.46255204703602
58.891408979233475,39.132814313476615,46.895265335047576,34.99374972112141,55.658762066728656
50.839460368564616,22.423003050042396,13.574261272551048,45.26369254661399,54.550789141793274
48.39471365926699,55.636655944216606,74.24453982639886,45.53263491185067,69.72063172646781
41.812438699335154,44.19826747424716,44.25855535997034,34.920757261151564,63.00204543221636
64.49949769567613,18.825891779482816,35.95638658182727,68.86007916706188,43.2952681569874
52.746067813038394,43.450554039429704,33.94830059095169,49.162640369278776,23.87339963899381
42.54630055340551,64.17625958042396,48.353937640883586,40.67927603035151,36.2776269467193
56.109077449366424,67.48075814212356,60.14821015376917,49.72779679487985,49.23702465380091
45.5495594457057,22.907008487049698,40.06501481104797,37.56993971220062,39.815783931952055
59.254095549304196,52.0995791943645,36.63028664392806,64.03606031753621,76.86759034938757
59.556816340359106,89.00451525772499,50.7959041253252,75.22192831365774,60.85790994117754
75.10459325090315,42.78087744501604,44.6006320840533,59.49551946658919,35.80881311062822
27.82207342327311,20.77606842414781,48.57614546832324,70.74870542167861,57.48243213009848
35.29605893881939,42.13249796565826,47.817990438784946,23.13500233045998,54.013287184324156
47.946563355731456,55.2531791611827,44.55025308705647,42.85985479036211,23.282790740194873
64.0218660896316,50.78961543650719,59.344920526629934,32.6361810522732,62.82195254977975
58.33065223711577,41.72251186718053,69.41405374671466,34.203576940952274,64.32753697414937
56.88023417066462,48.69332116150412,60.46031321439197,63.86020032946127,57.16890976108674
65.63865855290956,22.69064896940169,46.774610772877736,46.86249351106094,36.623949437150245
60.26571326960205,49.32782118629185,42.27717162421825,52.06073072450388,70.73320268619054
80.29000049091601,70.22749867642804,36.718156556174876,37.62478646484446,48.33654465291007
55.91679044234269,61.89703751164704,53.054269360405534,51.489578411193,59.98429977645654
41.29364476584186,60.27386124178208,48.41580932418568,62.01222841450574,22.94139914011805
45.62687421434584,51.567254792063146,70.55719733979063,65.29056431581249,42.37737652154374
