Income,Education,UrbanRate,Internet,LiteracyRate
37.5903032779005,68.78841024710904,17.28191420472279,48.521558376491384,47.15288834066568
46.87053214965776,70.45487447397258,30.39479658251888,38.64290395051161,58.45160509351018
41.510532082515,68.84557177468378,40.28322324825082,80.33925055171517,49.636495827187254
73.77952594626129,91.72812562886102,46.55437971485882,56.11257096689294,79.1736636750103
56.57500624041914,89.12642723152194,38.73449290923777,59.91567797083114,65.01450075057058
52.13086891929039,65.54071933143905,36.84821183288233,64.98762303815575,56.96239606815191
45.090296874889376,69.40164219141704,27.996444975892473,49.80631052462266,50.93015415520545
39.18489604890267,69.42888662095524,24.980654226327808,43.69296741314243,44.631702934671495
50.04801107188554,71.6455192643552,42.41488576776802,39.42427560398076,66.0432795897341
46.39203425830185,62.5316581827679,32.40463895422502,49.92186058149704,56.266381333857304
50.12019427230199,66.95725350615935,36.596587021177804,68.34336042218179,58.09827885705674
59.297868313059084,72.42967451994272,59.48140513811822,48.505590198237655,64.78428114406437
48.229524430206546,72.43754177756672,51.393585242369035,41.66905723849929,62.534114681548374
32.71091619419066,47.46206866920569,16.73487112924896,43.35833403097337,44.67555250196573
47.34817268828637,76.46134696040593,42.04541904743515,63.84275816178728,65.20872718091857
57.12684343378617,81.14442062821762,38.64680175404501,57.24163295856404,65.37897121302387
32.579766803700835,47.79431656902134,41.130299043008534,41.96984262251125,43.08635298825017
31.020483459712743,46.11396435051991,35.81667618574282,32.547244345659486,43.69775399248296
62.89420458290949,96.73103321042568,33.64370258037801,44.17608872819234,76.26237426014097
51.92057156364515,74.5219536708968,47.72765394676065,39.22832715421638,61.92985552186678
61.05242473327341,81.97458190499141,42.62291103389647,52.75770425944814,69.22819091786658
43.487008961217796,81.33764376211604,45.99215831312651,71.2357385793103,63.40555949827339
35.861762604686106,52.048053919055334,33.315273029541146,59.05442923750244,38.527824190794234
48.17505715565513,62.129382023508256,50.47107383089913,33.17909440724116,56.53626970714939
63.9721488918197,78.59042319775361,45.43372889178185,43.0815139795807,74.77245985343627
36.50293200612016,58.13817310245336,27.3067399946227,51.325126686461275,34.05660112626775
47.34949435656635,72.34575570408015,40.83318186546967,62.23030661325723,61.00017211339284
69.23991869455212,90.96343550046632,41.76158679224966,60.333022763240294,75.77251560391164
46.74525469205955,84.056072608633,38.33308994656439,72.72314276006271,60.83645492288823
44.07328901762739,71.54792795926247,37.62628927865259,40.392871541151905,51.68349501894085
51.961933946244216,73.25302960535657,33.4201944254128,57.305954912502074,56.35418877592454
55.00282615095,69.58816706799416,19.634594194398815,40.48268881415033,54.51052379825797
73.08132716301132,103.71975315388657,56.46055556766334,61.11210579368786,85.9652283686624
56.80196136685561,80.4938058792758,51.280222294095964,35.019399335984666,60.2409895831494
54.91167437239285,63.7266690258251,43.81529584066591,48.07373070602511,54.65022205611845
47.14912894661099,67.23725137405756,35.42673259781192,44.11785673294788,53.96130990965293
46.81740178657675,74.42780021211676,35.824072867659126,56.10966960401719,62.96766704463784
48.278534808451234,64.70898415772493,41.345921351897225,36.653125194457495,54.21959662870038
61.72528218712479,90.90978941396142,40.428809177527214,45.092482668297016,71.75809026468697
55.65503868619604,72.42515698443435,34.92129546915512,49.99092805243809,60.878700767583354
40.02535814640929,58.75405130806451,30.548650658356355,43.28636627383632,39.26920161785806
62.991946866202234,82.53442098496761,59.28820850545584,56.617251263877066,77.19468856427294
70.18072350721853,77.57429969088703,47.66980431637279,43.80838369896334,76.3595638395721
64.7981835180618,88.75460446718733,42.22000962744224,38.6450678512429,71.16595860466104
55.97388132903375,76.84987688826892,56.04738819060847,57.68363130235843,66.67271719358807
44.656682451501894,71.8171429448671,37.265241855690434,39.54139718108338,56.49111905010453
65.51973148523021,84.88585495324448,36.47673649876373,40.58093394043415,73.96045761210384
37.53293876292564,62.101231067318906,36.83534988527727,57.95300499016634,45.202536339491985
55.86545761524534,84.99546382270584,43.30677145328264,32.16824373504217,64.64129738064672
46.262968538965694,65.90982114031588,41.59143171394357,52.64398979880636,51.05423828140731
31.6915222237274,62.80985006413221,13.56162915323421,56.611429275246586,34.6815951754357
53.235135651228504,75.62807937854468,36.12596911850227,38.678367987281284,60.32359513034716
64.42560793934084,83.07540745779097,62.17520215540664,67.31060988550618,74.11100769236015
50.49681312635844,69.98239931709544,40.06476530960885,51.9399522897839,62.08986690962439
54.913962616073675,67.88559236044176,36.19886187401985,50.444177288274766,56.687573644505896
39.01470887745139,64.86031942891928,41.61045921400722,29.36126432570154,49.13343377442845
47.381855040289295,61.28132252389115,38.29988267183279,40.62858201998717,57.91301237052111
33.51257954282815,46.520024953018904,5.512208790465998,58.671056234673884,41.138060172957836
51.728050684431395,74.42065304390349,41.94712343477258,51.38154916724183,59.984141866302714
53.6859889525103,63.63798032988039,37.4782171097715,49.735135503863354,65.60641785133777
38.78913717105023,72.1478173453967,37.996665050384465,27.806378707699643,50.63119939963365
46.77639333160086,64.14336484523393,44.20476325281391,50.14363741397258,58.94628386033564
59.30334877754314,78.45578051076893,54.615142552344736,55.587786640329966,73.44825832352839
65.16663580561304,78.11581774476983,57.62666549789505,35.66399814294886,68.03599057576497
38.1117457171737,63.013252359903845,34.31839905963123,41.01979333479358,55.488341982298266
66.05320045101152,87.83349076915314,55.363694062851636,51.013121803782354,73.59492330591206
54.58810678529832,80.6329952212198,34.342321907046994,66.1610424176757,62.84916779303059
64.0699858866994,77.83807279095156,51.31791265002172,35.2211459895846,66.85023592528333
41.93874851428905,60.51982520504819,26.74281016994472,45.696514459593374,53.37915058849404
36.743699323441945,42.17520610052651,47.44760696962042,51.522914757369364,43.971200666182135
56.968259448057694,85.57522660825374,39.53867656506801,39.191668985109196,66.19782446585585
51.17099576305033,68.17611698337525,28.19124908388704,57.48550193064035,61.9995846533748
39.0515250011338,63.7852999037588,14.01551050688688,41.037873949897644,36.43113007839792
58.90201473573752,83.8504767787518,35.136862162776474,48.87734075799076,72.24428621904211
51.930987083872274,85.7593766443189,31.180237234643773,51.207234298297934,65.496240484484
47.649638772234646,60.23814527081834,32.79372533262746,55.027857352546434,53.43489332877841
32.50182958343184,53.69788314934743,21.034406997270064,51.88183073694663,39.978490333676575
55.30689143821184,71.281816096868,38.07666510769779,47.12669685068668,60.61867126046399
55.57928360197329,64.3760284368527,44.75577944769412,44.7846606572611,55.3186762485975
47.01844001115126,68.51931549852918,33.37605571777799,48.99950082679814,55.2288883096905
41.05052301078764,61.78752779177908,30.553689747555776,34.8924976413492,46.021643007097005
50.92862207717911,69.56137703893253,47.39333974197636,44.5788282080841,65.92744049069712
71.84280230618319,81.68342391607135,48.95893763522619,47.01135539111191,75.13448116159127
62.59040412173351,80.55794074019815,45.501045916553686,49.956036928245254,75.09962962781805
44.06674804464747,67.99407827003407,27.81123959336679,37.167965055362856,47.645857129318465
53.99947793103329,74.83211837425294,51.05466127707895,51.763889855477466,60.24979308326667
46.80715046093941,64.9323188747383,37.7726145793987,71.26441788460596,47.34430152195102
55.49562394580725,79.20502933747852,44.233623832459806,32.70720635945217,62.226770049294736
58.89117894117753,80.30794256095596,34.90982068539803,45.42399686305278,64.01058343212406
69.46901329804814,81.55327216629658,54.68314408061447,46.16301331632941,76.59294512042852
52.488380963898074,70.66368287172472,48.107006012718564,63.64826405571865,55.90206766305143
29.850668357933113,52.76009411330024,14.477571085055896,54.10126133943023,41.54347506114574
49.787052716256454,62.801305322339424,32.8572823178147,58.940365721701,46.876757293007515
39.120339871837174,60.119853132697585,20.807827355305005,50.92296477780535,43.081035097846296
49.35522535213475,63.763299356277074,26.876178257743245,62.62172404335705,55.392196049652625
53.93438057812763,73.98251091474806,36.71881722778076,58.32327874209642,62.16459284826415
60.83671418394579,78.77750705733035,50.739097379420436,46.627553753736336,60.92928844622192
65.91311306658653,75.3090324979689,45.84203703695094,57.581633499385504,74.78668186217506
62.79631238318325,83.55646955785832,63.97723970148883,39.74179670513398,84.94155630905193
44.73949076162449,59.73983513781073,29.236024577282365,61.75903183299814,51.693017835096775
41.81385683710995,63.18843533062167,33.759361043722215,43.81812670541991,47.83304093353265
51.0164374733877,61.97306948091018,35.519859236734725,43.27163069049921,56.53619761722444
55.81045310376159,71.29241598847227,38.1886661210326,51.67257660037482,57.458292651897565
62.52152316865801,76.29391931077916,34.136009347249086,69.403180288246,62.0332045327772
45.717164220164285,81.978721558184,34.2942522582882,59.673955189648,62.14881785374784
48.98137622169267,60.82214158060974,42.85365752963524,68.99907740446051,62.36691774418484
46.07304844637277,66.84512554185426,39.51043999639774,46.224707766135296,52.57150998459591
40.125969402579216,55.65195468481757,32.54861516229987,53.11994634898268,49.25917308784705
56.80252551355117,84.42610896981124,50.57467157312809,38.94920688255214,68.67614298043938
53.123214541635,85.68233634149804,38.29305026189242,40.89694264546421,69.14122225881519
57.80322913051989,74.18922295186078,46.660330413397844,44.647406845671384,62.246208329413456
51.86630840967338,82.95129668985138,34.943125971507484,30.4031159216281,54.07388839731015
51.748641987518916,74.09576177001902,42.389834982104766,66.38440676531702,62.21236827263992
60.0510286111888,76.51946289192648,50.5075911779424,39.38518599209733,75.4658349719347
31.30191445940349,54.14963053331981,26.259357507039688,50.838639774251675,32.08759091579515
41.4501163890845,55.01637515537302,41.898628441387885,58.85759033430432,44.88544220712125
54.76017238739395,72.32044659908989,54.31205222478528,57.099074767499616,64.10781076968043
54.07628965989732,71.40392365184312,32.119519733395684,53.59253404834822,62.75555947002701
45.83510736545579,67.57301271130521,41.54148531022339,46.750249065731566,55.921238218050796
40.82832831779933,64.41028925631582,25.452122593367726,53.25813878824095,51.85751292466133
64.15360474638666,86.59289335992457,44.487314605397124,46.32909175820467,68.5851959786576
40.75553902688891,72.1098067473571,19.64293973070147,48.171598374088184,50.096066625341194
56.31169719720104,88.22254716258607,42.88845828031803,48.428057603989714,62.9759295393938
32.616333670959946,61.705474018631534,13.668135995050081,52.81192477719047,35.90817843095072
45.58233067248421,61.76957424153275,47.22219600419006,53.83276105551788,46.50146673266991
55.9618154616826,66.72955814877335,46.98359146657758,48.551146260063355,70.25305197886775
32.9686858405189,56.51551385094628,28.356630439777994,51.47141939431107,46.53618991101257
