ScreenTime,Apps,Brightness,Network,BatteryDrain
66.76298879592575,54.4398986896881,55.767311422166266,31.91286091353838,56.021867001107765
59.475135900265485,64.640034805501,41.75924768255278,65.55351897678045,64.42482339145188
43.48005581095001,62.788289334118765,37.56185502742536,28.24233431702468,42.98161983444733
53.221882711071245,43.08562363530818,26.659599928166713,56.588968771228004,47.85787529051907
33.91948861768555,47.04073096153938,40.1243524574019,50.24046077621115,46.68977713486281
56.91673228865585,46.47034656872104,19.542197781777872,37.176121841585534,36.74460012456959
52.9103260091824,50.121810339021245,65.19687355873252,48.17608887243722,34.36979721006685
52.56149732050839,59.330834082246945,45.88355814275155,61.48592187049145,44.23352093166686
49.808688710480666,50.360562570338864,37.26262308668024,42.92957548554412,52.13019137681848
54.9924229436542,74.06744235598428,40.215855966132345,63.03737824347475,58.510623210855755
62.34421760571875,40.45142950287337,44.57568421877009,41.21838022995244,46.32670649733751
58.12987807033201,50.84384351898008,63.0477246818873,38.293702989539455,20.68417707502184
49.103021754325695,47.543377460345525,53.79021824077105,54.790826040434794,28.283550223144868
20.942949813867966,85.34630820793484,71.13693121612036,66.7351374168058,68.24522217726744
54.74645532381124,58.67085771164294,36.018526772352224,51.998381672379494,55.505871851023755
72.37028032999427,16.592466365223814,80.40367401700559,61.45018693677861,56.22008129253125
50.72550138565216,46.02247114583173,29.706161027338766,46.863446078271295,55.7583202429924
47.32340213500806,56.252177640368416,53.593459750703516,31.293432553267316,36.13783475115739
52.456668322730465,24.528379928281026,69.12815075173162,61.940967668209765,43.85330424136582
41.08825248150989,45.98940406650777,48.78283597101955,38.79709766925965,56.97613215313183
56.89835361276056,48.43875419825806,64.28482424298748,74.13149137778485,29.18579111666666
65.99911654355378,34.77681487566301,31.141121579399115,35.1899958679586,56.159523741681646
33.116694534871826,42.658403286114435,52.25019956855351,30.051761455246876,42.68493706126576
42.754390048747936,44.65708539111083,63.555544866521785,56.34901215629035,53.13561100741357
46.10796855798252,23.191032174690584,34.25249559004157,58.626921561115815,53.365897096506984
50.69356424088097,50.64491058014402,51.971800522832986,29.45750831008442,42.79121146191319
56.5542400946815,63.73457281993841,52.492396900860186,51.9604585588575,77.98473906238101
29.42973296741563,34.79119534922616,80.77065371537874,40.44478768452035,35.21556393272154
37.65611739039476,79.90272469794684,50.48365263048413,51.430995544280776,41.447966264621556
50.07920763648594,60.29945315563288,77.18310701250132,30.325225620589304,73.92347901702776
62.189300622977925,50.7298094472572,40.18994495743605,40.393069979576794,42.577846085175814
60.336068012405605,53.29078868306319,67.73706037983936,46.383811805459956,46.902347593985596
33.904768124770655,61.00572402999123,43.12227805999293,27.486547512175076,38.291813753205545
32.77833027766517,60.6792769737759,46.564511578322,51.50967463184169,65.47802554910315
33.945649872754686,67.99997457786557,30.72861031938168,10.034690668976218,70.73311977003257
15.449485417275085,78.5062005027263,52.98990031702297,64.13914316328113,28.217348528040944
50.93677207060799,57.6039651600613,66.38389219733362,57.01774935489696,47.88971125030257
47.6096830449831,47.11039335963668,48.23455464835747,40.89836442886064,60.21277584953616
36.706946036151315,56.21128581217617,46.27115871262904,14.394937525958568,69.42521726201701
27.367687117433167,52.98759797976325,66.71701618978277,46.70463940187581,95.22934259934223
47.170999143236294,36.20451329060316,76.92924419182204,37.1975065832967,56.71372612867973
63.596393253642084,47.95335304173681,52.86042286210604,47.30100148269267,95.27098810886955
75.20218294316724,63.75477096941245,56.960103281117384,40.8744747855621,32.367537112850854
56.16360746478386,59.928064143250865,15.989884866228849,33.06003457592712,52.68795404603938
41.39220805863408,55.43124508971609,45.27212423254922,57.597493055555596,73.25880336229052
30.971746118950627,52.117402737896846,83.02600967808841,43.953989391209916,38.490533291963345
62.96752334175241,49.41199203075893,67.14374987620452,41.485600794528295,59.02528518986699
43.76816531072999,52.25498062890827,48.3096648622158,69.71616189934221,51.584497343691815
30.08586240315102,33.942935055574594,54.44187456346398,37.02413844675641,56.49156609588745
35.27374187251443,46.15429988038355,36.58847590639427,49.19518147400293,33.094642050656056
47.24437486278809,57.07416268293558,43.38240493389395,54.62975464833633,30.681119649748084
35.583610597283055,41.09349028829982,37.0043150982911,54.105724463275045,71.45296430873691
45.25673319215365,74.08283691841588,66.05253431484137,41.65774661528494,48.35477353366139
79.34316875253218,57.354497907258406,37.86441885174083,63.10000979892561,48.61952951837344
53.223807495925975,70.38439630159947,55.40975794750962,51.785068887300156,47.84173992363893
58.31102347936197,31.308520257990757,36.2941019916861,66.46013202276455,92.2078522968841
56.636997609802286,72.17811329540999,41.07946254400933,56.04707186088518,11.681026199386473
48.60760627082348,63.30476015001415,39.70492905726863,45.80118601713768,65.9669928177236
34.776202668244565,58.30739688132256,20.052223458651937,67.6689512285988,46.11965776164136
50.79843516839707,58.14601547293205,13.830189088570698,30.030635082830795,50.28902284988274
34.94832988198118,29.50514682105454,61.03380868449119,37.693046961057945,48.93318059244214
40.04400495712686,43.63107924920337,54.634371193451436,35.70685584913364,54.54867746134749
37.28103738423618,51.27272687798544,48.17639535146508,26.367578286744628,50.17713721542855
44.098749281753285,55.32819081321974,33.03541520002956,61.360318557869235,41.29147597290611
59.2406561039295,77.72496902145454,24.715875156658896,33.697624139093165,38.53421593086681
51.63718275255603,52.61493366691676,39.83985312481768,63.890229128596616,62.79119905060588
67.33997822514776,62.14317727168272,68.71889700938661,40.340226248597844,39.482518241040005
34.02547482646908,57.37014631069307,53.28785379302825,61.573005548740106,44.60295600765923
70.65920210318598,54.02195274769729,43.93407934145675,50.2643887372695,74.15615019092473
49.590352975991934,51.30436760314041,55.36018809896034,58.07414696440443,54.09849162555639
58.98282681425972,57.26393428256006,54.83667660600959,76.3473251679552,38.89222594030663
56.37236235309616,46.24345659069279,36.677091176905705,46.27780009694902,34.788286452376575
51.74447133495722,52.48261262590225,54.843989408910986,47.481244631648664,50.384779134896064
38.39613537175971,42.946063442048604,35.62249797733054,32.40969933212345,21.154361293631457
66.4440908296394,69.05601153939807,24.115387203075674,53.76075505923239,33.11273592600587
42.18545047298236,47.223129749415705,41.74421791183455,64.29419065942307,89.13794131001913
30.315878124487007,62.880008406773555,57.8155733610947,49.395464536347085,37.75109864206004
20.52770112939165,56.70299952980189,52.11411323968779,51.480599192599286,60.95916403349566
57.344328929416974,49.765321692208516,60.996361833310765,51.41500002592071,51.07864640205743
69.76635359907156,50.99208455643105,26.408792203989,63.661578734563065,63.38157371409009
48.39967516804098,67.94805342757911,42.29709176062077,50.01886288189901,69.41974942624866
45.27361747100516,43.91114401255761,51.478457075702764,62.76978953670423,32.13900478591016
66.63384225301084,66.04251955007305,70.39861780447801,24.330486734454247,67.3051955977163
51.960222952460384,45.88068702015508,45.08074744774074,46.039648811079964,58.256504225826305
52.11585166548969,51.446226266563414,14.626481630341488,40.961475143607565,53.007143125288
14.392001083806164,61.41569654220638,44.88406873307031,43.32519517771632,49.72973539930769
32.38123955793589,31.708787139886695,60.97548957340586,59.86218932143566,41.74939527711336
62.27570944846862,64.86515332978752,20.119144019054243,61.99032560269568,49.38459064457082
65.53292401646522,65.1006319602995,51.13856391492714,55.95868401093934,58.98811920469946
68.93442025219608,55.866805846759945,43.42772326807358,43.191210043456664,42.88983248854398
49.47198888895729,92.33080263260487,56.70514461155352,84.39385092852183,67.81445977958995
43.99072082202923,54.029747530646766,50.39858918591078,50.44678097881277,55.794179155997426
104.26193369916041,62.79101827460451,45.882885014355516,46.47696468022514,49.90922330410022
47.9670191206633,43.70685463482111,66.02453783574146,43.54729636519529,21.86304364813037
40.69892235937288,62.54217329661794,44.85513749923306,58.37043898913995,28.585313129103504
26.100172707484475,37.73088311742273,55.17198645879081,40.92478536201863,44.475106999974635
47.31043772047335,33.4262186835899,70.57598149014576,75.55903900548017,61.72972271408993
69.05987848436189,53.35565891800479,52.50394128175737,56.88378666279863,51.34162518249995
62.57021644369878,37.871060164683975,63.36730790947896,75.03941583495174,45.904641559913586
36.10866969633611,68.19451338085452,58.013780768403315,54.923336475797754,43.27901552747407
56.85810623325632,51.232102065781575,53.41670144473264,57.15999360301639,43.93917148870142
39.63257672135209,32.00451271913656,43.125426356638364,46.0002492370478,60.82353545856591
63.50009290115146,9.031720451072431,50.13109975537456,56.18072706644586,46.63169348097149
49.662939823937954,52.370524809565595,46.2730221308528,53.42960652552333,27.495527082816306
38.7038452310815,46.44340136007344,42.112836644103496,37.73685991100071,59.30953202491467
38.15701657188631,75.41613369665224,39.64403041065998,45.38012821540753,36.59420928754071
34.329408064895375,55.949083172408166,34.97840895078025,51.61126394715975,62.27810091483684
34.13240274401373,26.150268088951435,71.44652117013027,29.221938172327082,57.093840520723724
30.20862374930382,54.47381941032941,59.97928366867285,41.64535820133631,28.06458631810627
38.55230759729889,39.822251089024455,39.4746141466336,2.0983296698712053,30.282656590073977
38.81481150465898,48.304789794795255,37.91412660135785,55.626981209752316,39.74856176751316
57.58744819492945,67.2905736128556,54.31960993724827,59.421503693554115,38.9588766213016
61.96546340735169,31.69657151480626,47.24000392759212,56.21935094688814,46.97511061702043
52.64754816888326,34.71436883076085,61.36471975741421,33.441360971491825,32.97529488273328
64.23272750049632,68.88443763713175,54.307981174077476,45.78760917379366,33.38224294091545
33.83885070818155,43.42344352667192,43.398642770013325,15.52221719728945,55.70375860569074
23.48294018185565,28.957688386310302,41.70423186337196,53.68199373322348,51.57090809526299
49.33513123994501,33.554266434042006,49.16352930606733,68.80537304651641,50.097672134893465
59.70613250895812,18.106058695945872,51.69252679864065,62.55798425744936,57.2287327267398
56.64965813073586,37.791957315892155,52.878530212546195,65.53507077333327,47.66864178226184
76.152945146393,32.9667215441644,54.93769977942041,46.53243821792933,26.25173741476164
52.62456302798884,48.11970127831265,32.868885845865805,25.586411480308527,52.902131736947005
50.161615438405406,51.028840172505646,65.3909919609879,52.93364718715393,39.275549041460636
88.51459844425565,77.32621985959044,46.976362219969154,52.30580309309993,17.266633132345127
60.50924595669004,45.27984952628736,55.27852527193777,29.524874281575105,58.42550706024325
21.467834202962152,9.152715137371686,73.44600277664783,18.18369854265837,23.92474909546936
33.920908956255204,46.003396994124195,14.686574677541195,26.3162622372947,29.615654818660172
42.947462961573265,76.12376620947298,58.01371180986203,49.62062314141954,36.48122139813669
45.29911029288411,45.49984245183823,54.89852448252913,52.726632068782834,45.93829792200195
57.629467105175316,50.81847493884274,24.416870304180676,30.68456495137302,36.61932218787991
66.56225190730788,63.110034539826415,47.73031803267992,51.40488894983377,44.74823684570953
52.283376617982114,59.3303925300371,54.32080119458716,39.03968101467031,45.30654115293112
52.77710887741193,37.44895010364199,54.0022541872768,59.01988408711992,49.61255482513109
65.82034663187612,55.49559384140231,59.82472914304243,38.359397181194375,68.64672543081822
58.573385655477296,47.39140543557197,56.522167728390045,50.17853604493622,63.012459686181174
47.97101382362492,44.414607312526584,43.24474498928905,60.98734451126984,55.91887815728739
82.34129603242167,49.109724926124244,26.53301618192641,57.39370815116401,52.07657633975687
52.25229741034919,47.13572349511258,49.37923835159948,58.99037703106407,58.19623584166654
38.924029350010514,46.39767135473589,71.82572923792802,67.93036461574694,53.4856762887536
49.91131941210569,12.269942709068417,48.98301894902236,40.878427583286324,31.895985530500795
28.77363932770017,58.22073133296764,27.525347527717194,41.14997294369759,52.84000157603014
80.15682721632164,49.37208317017416,39.516381784971315,69.26989192030007,56.36869539186661
49.81275058723938,42.4248725240212,66.3794563959071,73.25600465350576,73.5964046218882
34.67433426263014,52.83197077392825,47.02048803739021,34.15639414763531,26.674180717359505
37.89265220204214,70.12106450526969,78.41766523951917,37.3654738101157,0.6886246563092087
