Load,Sleep,Nutrition,Recovery,Fatigue
42.440428726012385,63.962641095899585,27.05766680459958,68.4828634907422,55.92427465324605
51.723444916909536,77.92857985941252,31.48005677378281,58.0303061174204,52.202114471773186
36.47503520441964,68.85012298565385,29.60704940347514,43.383430179817886,50.82528973932207
33.514153311105616,53.74396192185843,22.2452879183686,58.4674247713665,35.28022889069074
43.5258493729892,64.94808565853128,34.3302184549281,60.609277976682606,55.590843603212946
53.444224544928105,70.58938086883444,43.23734592111936,38.832547974016094,66.57847700715804
59.24547834726236,77.5589801601497,43.673481776930835,41.565920755475304,68.45325129301547
53.089414065696296,81.69874503831656,39.27169278737388,50.73485831344024,72.23719141068113
56.422049574729755,81.81717457128481,30.29627004954837,44.162947958112284,67.8107777492814
59.342700942620525,72.78730785589994,39.54135138327475,44.41659216578053,59.88072895895141
44.55726758058672,57.43143136989752,28.69047543787034,51.98158377128814,45.057691819472076
43.68528613116488,56.05188945613365,25.76256502190089,59.78802660772915,45.65740964201804
38.45519763870843,74.07360276955552,33.778439421755515,63.38456439964641,45.86287937537071
49.78748878177489,67.96113038538236,37.880575784067474,46.067945361606384,58.36672249492367
50.31810616298475,56.69871613083724,50.87049075320267,60.79783583854169,55.444283593918044
36.57647107206046,58.18165359568262,33.05761926263878,48.7070822875705,47.13356712204672
40.45286795588858,65.966271843104,34.96637690352748,42.65967545251896,44.455398520619724
40.8714908150806,64.29323093669518,24.066078753261767,42.39304073866417,50.28077446466587
57.64030699666153,68.07268208412475,50.75548883729912,37.38400682714341,74.79892519224192
56.43613999064682,81.65520935923202,47.706935030067605,60.076777559931855,62.21486004379085
45.24308642841623,70.32500310105252,41.01911152877824,29.647430319434854,55.0340556706668
51.48732911239125,64.9888597920973,21.117861079510043,53.64517537921738,55.123018754910404
53.049193674025034,73.92133804456066,34.57987502416654,59.47989126455819,65.70563271344113
60.88024383271042,82.96282644295417,37.98309913403001,51.156393760834106,70.3880597534059
38.37106423061643,60.74830566973135,22.218127557536715,50.51894251527677,35.282674620926244
47.62431852574827,68.58053925326918,46.37398586260582,58.849613862014415,48.52240554192798
59.34171546311915,75.23005411029085,48.446713646248426,50.1021483201901,76.06589284022789
55.68666220564809,68.62026024253993,38.87006143581999,49.2934294541504,64.13901740881764
