GreenCover,Buildings,Traffic,Population,SurfaceTemp
42.36771640671576,35.73100279100185,48.42466805040984,55.28048736170576,46.59349883610836
53.126966930646354,31.213592306968753,54.48195808277586,61.37133523109413,54.14221967206539
38.3056424179353,25.80562287165725,51.43133981580406,41.42451188719299,74.29941673440185
71.28223527815327,21.992894588530422,46.03384604294311,38.623756074398884,32.19038966623052
47.462590138990464,38.14679891729788,36.298864754750056,34.737455737164744,69.90327922146432
47.026327260150424,49.06304078816688,68.91708207299607,45.25509801203546,54.7999592252092
39.14631218807032,42.5521856105301,51.82981588792913,53.001671229254406,61.182833347198944
66.06655789146535,49.19910923387085,66.20354326863276,37.65843501782948,60.59536337236269
38.973054345423066,39.493302119508236,65.4681161960982,16.50833153974441,59.93786450791158
52.975609335645835,52.52378194624222,74.27393391179325,33.90263920889802,32.34624166943941
66.64632580700128,46.836853842655486,68.19620365758513,59.88095010179815,54.956777866722796
46.87604047476693,46.21121549921446,79.79574955914097,40.821640127075966,65.60609339901137
36.158673583293236,36.617412674137455,52.73939237362258,47.71024100419657,64.41278959221071
45.83755781991949,42.218712966147024,30.924014496094077,85.0543865342302,27.77941203440087
96.7427793924422,60.05642630388628,56.75177133127589,27.39648153881238,58.19518946547958
26.720814626834482,47.527373022664676,66.48023848494003,28.361886137615492,59.814401815390504
44.56680868590451,58.46017433749726,29.85995219401684,69.89578452168142,60.410087355609924
37.38173890178226,38.34253571182829,69.05229256759966,43.594214023404824,37.36677197097646
57.82423384647345,59.658659183117074,41.66598488149418,71.48190795813134,49.97385578876569
63.69051040091143,63.6398972753554,30.145093213640227,67.37082359677353,65.34197885561143
55.02525610697445,13.826877662444275,53.51577453432544,36.36303540597153,29.524928982343557
47.647528361969435,17.302337311668424,48.44171515167386,66.38539343538241,58.23742240214616
67.5830945184884,45.23046981493441,56.797187430968066,33.67258918488488,20.812598203440615
33.332538100178965,38.906430635370384,38.30111627791048,68.42046720472294,47.728199867818844
82.13816335466042,72.87423442558027,34.86879048159932,65.39225237734685,65.70088575030817
44.605125070926285,50.29742823803914,40.11226119522972,85.75323975429347,74.24567139464521
45.63491632061517,73.43557094594237,43.32274291618692,64.26390252611806,53.83933764804523
48.672028795558475,34.71273102736392,41.28293048764624,59.137050796941594,51.046339252068314
45.01044279377119,71.82787630244465,51.940399053326416,50.02273756036565,41.92901231538207
54.427975934689336,58.89484663257477,52.20929927464653,58.82718958891679,40.09773006700287
33.74843071030612,46.12250803070274,56.38914510405011,65.49153626085871,83.5345283572533
59.672009505782405,19.554847825743146,67.57858156298222,56.24532173994295,39.61529494038812
62.35802943575844,56.32790259303707,42.75390662560305,51.822725229976676,36.568196436238935
47.01482555621206,30.415271939353115,56.38455866210548,55.55650941018599,67.01191601819613
65.04862755429674,40.10705574558081,55.79934951818469,56.316380642080674,38.0048933311123
63.606957612455695,45.255226823807305,40.30576371634866,47.47770410295705,24.71537688198457
23.44483519547455,58.741504987398955,40.059942502563715,31.656300894213352,25.608914607029654
30.936824760472568,38.46595159873512,20.105779174120865,59.86037829478248,56.22449289876885
38.052141918665036,69.59029063267045,39.30912665318589,49.42920537428256,69.97133754310171
44.80046802937644,61.99840334348373,60.44748463960313,42.692730558968975,45.823237958770264
29.507515047434392,8.04683460212405,38.386007261556244,53.560349827147974,31.68534357409743
59.20666243078119,43.31482011412026,64.8815830162066,33.889721611690646,49.13008157689286
31.885053042035317,21.36624345396139,46.05977551006931,32.007038661919744,49.10962639870838
56.30313895319964,28.177464230064036,62.45180015500222,31.937783338693244,39.281554286930145
40.01434775663705,53.22933804935526,58.50634460556071,57.81288748552872,39.56402836129685
57.961982947133,62.84006210436118,41.055553807985305,26.57422535033379,44.87613768751088
67.1318932850165,76.01495757321236,17.979967921917627,53.98155005600759,55.51559307076783
71.93109614200668,52.50298599516594,52.7743245959978,44.67462789092833,35.6883637536384
41.50132444547196,55.882189849179454,32.421318776140154,68.1146552994516,53.97799480503762
26.636365551404893,54.00548959176333,41.530384158924846,74.89000640774933,26.30386095753384
48.12077738469296,37.38666209459684,60.47196183374463,64.21556613808744,29.42569845239637
52.56051089393165,75.7313469113061,63.0562435223503,73.45903202927985,55.45724333107455
29.475774673499036,25.7364243897259,41.55190738209553,39.42176027493306,75.69539126858014
79.88812264662681,60.182968114020056,59.397301454178034,36.67576750994661,57.65786613386661
28.628846552174547,33.268582057794724,72.57050144821912,54.55590559387291,60.67325474832698
13.073199087909067,43.177929485165194,42.196840681623,66.30778339151927,64.21877905094044
63.267653655718576,51.90399870380116,71.15946813177115,38.04418949891395,45.6959470871793
76.2204537254701,51.50856417082185,69.3184172991414,43.216187185758436,51.874731651169476
65.8464545918273,69.95907256696162,48.73699061467208,29.32786656205628,36.317529348442385
44.19170678628532,57.11980600057357,38.51501577297355,56.92741230148486,54.39598372882154
43.07848175289528,21.73927132890291,57.52578794809559,24.630783385629066,62.68934478480061
82.39343388955933,50.34149898588248,42.303674456897376,72.77346738940905,45.90485370893545
54.00539448731327,59.98724306486382,37.95628726832999,72.76882392847358,67.04640186537745
83.65790535212378,58.69553699954939,44.98580970687623,31.70433362105108,51.94336962811945
51.54178138063363,68.94009690794736,47.18369100336645,39.13572833415306,23.115796026636765
48.50995917825564,39.32964788538599,44.03958460383617,46.95238809714246,51.436875231340615
36.34518249305297,39.70490521611137,71.76117528500697,46.08778021913947,60.73591643147739
44.21054177791117,46.140718491454,65.34667604189502,42.038262696004296,63.07499982636464
58.87670305898475,44.19970372709622,32.82309746945495,61.67848455477454,40.66826405906963
45.63118568345441,41.881363457489115,24.19949164319041,50.28612734423508,18.555883629815945
59.3281178529009,59.74525857764942,48.317977128466865,31.50587092159225,58.19327114427196
-5.577250119122738,49.83432227433354,69.37469878063308,54.54272617606336,40.460370911709816
32.06860935165771,87.09930751006367,43.77558995636033,46.87312909076014,42.17572548702212
35.69039392152947,12.544623236396312,41.03373956021052,48.53933746909189,34.39181113296337
11.100868049968192,53.73030219339179,49.53488916851706,72.27721633734244,47.96152959114403
20.94191207759392,69.13199591810115,69.68198084957235,29.26359871651021,57.84493198595028
71.38860951971611,74.65053482980197,70.03640687416241,54.5183455343442,49.15056741102578
40.996179336469396,40.32345732908071,30.779956490853777,56.97763078025854,47.25350967698104
43.77540440925782,47.76443055731404,66.56265818431821,60.48171774886246,20.15947021986646
86.62727894104154,66.88730415378184,42.564538811402954,50.051717688748425,48.339239114327675
34.4134416699556,44.31009902840767,34.89367012731307,63.8007961500182,25.08818448819899
40.24426314446363,35.15924624229926,76.60549891727244,61.91517737152866,57.532412635564725
66.48800830577746,50.63598838976816,47.737965484852026,48.095181189308086,42.978583432038
60.41863638424161,64.40130164145532,60.220394674070896,43.32265759951807,41.52231605337208
83.55904737706666,44.548444495892035,71.07478738939183,44.09593107354364,44.4780363225935
56.50553143729695,72.94682507017643,55.804697926485744,41.06074345256067,86.06582213912532
53.49931574697696,46.498860705595746,59.31914239345145,34.41587382055322,62.16744957244193
34.35930919759768,59.901509032086935,73.90907197776562,36.77090848320426,51.8254184431732
55.32089998131281,64.31517505142818,57.74935363341054,51.31130468938772,70.3364436139021
53.391864080886975,40.16574295470717,33.543597181271416,67.77349779173113,71.9203623656145
52.61240089972442,27.90010693430772,41.79004507099083,70.19103196872216,58.24562660282109
27.514874872642586,57.54409107305378,49.23742967873196,63.29002548094019,43.42747732605798
69.93804245834178,46.2746589194989,5.613241988250266,40.683432582006844,53.773020732161065
52.03611138312669,42.737373351512474,26.64417031404504,67.28326491822239,74.46376139264245
35.80396810322084,63.06942476395092,59.3312289941106,31.23658618111901,55.59636643096983
92.69097387236792,30.139682869291637,70.27592937095937,49.396556951487156,45.81626066267821
69.08230218462504,40.64946240710175,51.343628029630324,48.04170985129815,35.37778385433038
68.60772130349835,57.11544148192025,84.05993765333649,52.28492707334775,48.37587811466806
45.02833552622538,45.73799421412678,72.80115803816992,41.5432648431473,56.85002678758084
44.794524253869746,30.52316086744632,54.88371928857538,26.801662049569952,53.70678427666245
43.166974289093694,44.13154952152434,48.10976651424139,50.34078181767965,46.9247055358747
57.86913085929865,50.10617201071074,92.0588004190399,33.482476397274326,33.12081087202267
44.21834621330241,37.032763861746595,67.99155761886634,76.23742659404644,43.98204376950953
57.723137171560715,56.14678022233496,43.16742750024255,59.265599917960266,62.4444064053668
24.973144609468886,32.296483179311174,45.618780556992306,45.18809792918867,51.17003738285343
36.21632195483879,34.400779949432746,44.58043252770797,32.48954250852,67.9336962369148
65.60611884084636,59.1553448602335,65.29467518471535,43.56888924456098,43.41987054101306
56.02755139279772,61.63433674988427,55.42148726987278,54.391148232366675,55.26386154755239
64.59509896601826,66.36086618186098,46.49344409603507,59.400780049008155,18.227485397066577
25.12031892523158,44.73507185947734,40.44599322051216,76.29397051725084,45.559074794788295
55.574251348986685,53.161805313958325,28.91674476668068,54.35038973293911,50.49755429554492
73.4741948996122,41.69567629571663,59.33480869945211,58.696726808147304,37.31676087293182
