AdSpend,OnlineAds,Discount,Footfall,Sales
63.198528901740985,85.3254525271213,33.836772502497695,48.263777757042995,76.45888170437965
42.77838110828879,61.67805521117896,28.97214716629252,45.14422184016037,45.551074611334826
42.49269409128151,56.047024757479655,31.61612689430316,57.88432876119089,55.84400173424294
47.18119936536893,81.64861656566924,23.84567917509127,51.591994139300645,52.14132354856182
39.46080156579046,56.918723743668025,27.02285369748895,53.00796905275984,45.97163825405101
30.12964750415214,44.2759197547889,20.689890395592723,54.103288952403325,35.804062994894224
39.78660427535651,59.73105388062411,30.230872779718606,40.25114222323411,44.40118511492292
58.605819109316194,73.23712432982711,36.040438159836285,29.888924703416173,72.75743177559428
44.523528367786,70.18980668208161,28.088985472117752,56.94884350721767,53.264643622197525
53.77509625362513,69.75103724948914,44.39783867209148,48.529787283339644,60.96192616159345
42.843244032521014,66.53004541245161,34.66330149539079,40.50733361294917,40.7204730983212
56.64263757212634,83.73643454989292,37.3693133806961,50.50024256480924,67.52270490848564
51.43068530263508,71.5125061094324,25.15493493334379,51.29422151499265,60.2260615821236
63.214015207731386,81.68660376927295,37.29897970187611,57.33646471931976,71.30460863577521
65.96206707527438,79.85033025184754,50.11301679830236,59.93984535979544,71.47678150341463
53.22869292527856,72.22272931691893,27.892440941118245,43.22072571697244,63.56366186824562
61.81574071464871,78.3663824543188,48.71552973790914,56.003676310190045,76.82161384414884
35.70453080262325,55.159338508184504,48.625267573386395,46.596340449533,41.32165040447701
44.06849573094849,67.98797801924587,33.02173693545704,42.759592497073236,53.381358229807695
54.107377651477684,65.9511753254311,41.27292892037471,57.47923487771794,69.02496176212914
41.90364594913396,63.561795011551176,38.203899817438156,53.1466447479415,51.3327497013647
48.27442639679573,70.12585314328588,36.446454513477434,57.49144037200563,61.63106797461622
43.10723536717935,70.77490684076339,43.24390858199561,52.34715227964018,53.152896618007475
54.03031493637549,68.69731563999703,39.126016734626965,56.19753854708394,57.301562046142436
52.47275058580053,84.54488469970966,44.956615719836705,56.356409003437264,65.4137463564444
37.556764981463374,69.46770523329988,24.0786567229045,63.68526095604025,48.55020506580046
43.525670769506384,55.965751271397316,40.15837641024432,29.678118831233608,58.21447088407245
73.00990337297719,84.32962682729291,54.405869118446084,45.03606323253893,79.21633040305989
49.50002067941995,70.07226663049724,52.28830563542043,67.34254484549032,57.98612556204495
51.670299516644455,73.47053248412777,40.133968734042924,46.927056206362266,60.48946580118124
59.83241301115636,83.92625318362369,38.96804170519007,78.19906377260665,73.33002865180673
60.71918848212846,83.76490544452167,52.03365405977564,36.979411877733824,84.21359757644704
59.6620236693924,73.2088342433936,34.57264807477018,53.965070581744406,55.73295577218998
45.67737583237461,58.87704355068392,32.6537612710657,47.46589706594955,47.10630283086525
53.53355733894757,67.87140679168445,27.842844995046732,50.86064730699608,63.91549170841452
51.873836472260415,64.94367466370433,26.013998671577284,51.42979222938863,57.42351840549723
65.13827117535511,72.3182541108069,52.184621541967665,44.775582395978496,72.95591399565794
49.76131840858463,66.82929620658402,34.345512130990144,36.198773960754366,62.541755285263754
49.5312002361419,68.39771084736017,38.41936112156359,63.0391567126388,57.24737600088302
50.3101815380816,68.87901498923456,49.311221208820925,57.948504412088695,66.22234711680827
50.062620036093286,60.028788997867636,26.724144371175935,58.582797176446135,59.47834611267028
47.60068517719545,64.58217871108444,40.82575299159503,48.95271115265421,59.261268478513536
45.96313374206775,80.34456054440909,22.910485586650623,34.13444808883795,49.62877681713077
54.71112479838684,68.74790294061768,39.92781387598034,68.95297388876453,58.45259805375965
45.028998604916445,61.58542368839491,29.58266691097668,54.94419524950233,54.61798855804609
63.64440524759466,83.08041901849481,44.36289249483323,65.73405186333717,72.19961820338071
35.27544919101518,64.38350359574221,23.94771878050896,57.57106955675692,36.238294366214234
49.08776805852888,61.43046769870732,29.96153077448412,68.24947324776895,43.59277512129834
46.928413442085926,77.26252033438087,35.68082793006709,54.559790779489525,63.82062596515159
53.85419033741248,70.18666884231826,42.96080251007575,55.92878592241105,56.09015592685969
44.336707460801584,67.92993838196158,31.95941634272552,44.897066447593566,46.81940787686726
56.067727014790876,61.7636273628133,45.368839627341046,43.5375217995241,65.28031016124979
56.964201880282374,83.51998341728333,36.20931792998242,45.267546626029876,76.29958737622542
