Traffic,Temperature,Wind,Humidity,PM25
36.82336923575353,59.283215205271695,33.0671006860872,67.3617583512028,38.78279988723545
61.10530507990402,55.64395790805162,35.433933780111325,68.15814469692545,78.80692603988865
38.75954748625807,40.18216647871544,51.03060588790978,63.01493018473012,68.3669063789649
44.626471076152285,52.06778512857547,44.722093343857914,43.805954880645395,42.02569371290611
29.546916641965257,62.947532643230936,51.52945159900301,72.8876282854727,62.36457896103193
43.99731305336211,32.88129674216931,78.01072729476553,24.521855926900212,44.871733145332634
45.10585674322321,40.29378026416366,37.2297531544832,31.681136978700394,39.11639112785864
49.232042296198934,54.58542270717265,42.12555625222545,42.04721441195682,34.36386167062791
52.51315616745736,50.721612396403245,55.693040872709325,41.88170028843674,36.33929610584419
49.706762977468514,57.80851288264364,36.69367457360797,40.58628369039401,31.63031188521555
32.42325429262938,41.79956512669554,37.38026747570302,62.006250158573586,50.44939200301914
68.9770887906702,69.12853458645549,50.22781438363575,19.94270745175663,55.975759684886526
67.16265797618254,59.48688290140819,55.2312644299576,46.280740793552766,32.32967017212305
59.3834861515,47.07103973939229,54.68286913283947,41.1936291019269,79.990552256329
53.58563375349407,44.30275993310438,32.954901728875136,29.019632122600715,59.31008768932706
41.26632383923399,43.251271040056146,41.857424327922786,33.61901022103375,45.64710814950349
50.8458621405678,34.90091582462863,54.978906039285945,31.647399411897148,43.38511896451413
55.469111347336785,49.79509098201319,25.381070177580455,8.206128774524487,58.50460639428949
60.35326933382926,56.56057351513751,46.59125526167241,46.279575564034694,48.400307228176814
58.77826446830242,47.997917296678864,55.60958761260327,69.71393446676468,35.494230896769466
47.21955667249999,37.124160113144406,44.097590242570924,48.48180123383363,36.80548065992433
25.639010035221933,30.402042501299718,56.653297202189606,39.97510006692093,46.7192842890564
50.7419184436085,63.60874370643046,45.74274892780261,53.69635315896389,33.01900779122548
47.58728918218247,35.335618097287515,47.881914184858644,51.91351906770464,46.48748384520455
43.65221015254337,54.03712607066167,43.951697033631405,43.78847481900222,34.20690343023517
57.58723034534671,49.36569789425603,42.805755220060426,34.419602737858256,85.05308616586933
4.751324569894919,38.62530382468615,42.76490825362564,63.80815734603958,45.28172789327591
52.72930421145566,43.382115923255995,77.65474449944543,55.930254183663266,40.244879282539216
60.55592419363714,46.28884102764156,77.39994497613293,70.27212274916013,54.41584502681342
46.44899306607846,40.475088562826,63.23132139026548,71.77813827141199,45.624248634750224
56.73806892652209,57.58165530851389,63.350529889413046,38.322078517519536,56.65935007642174
83.65849857550428,51.438936982495555,56.804572448268196,55.68186644598954,58.3028243467222
32.63830853172793,80.71483282189173,51.499709278019715,58.169389233974556,51.32129654359983
64.15017745040203,42.472310518538684,30.3924707382729,48.23747250724167,57.189533232565495
44.80070128074219,39.92883794598949,55.2267520419023,36.08649504180871,64.69036182365612
45.31538874140628,57.46142096673182,32.58282473010924,70.30136951686782,57.03301377185406
59.20464343758961,30.640541460109738,38.756110162355505,52.98623515755681,33.75884574515297
40.59555798224284,61.32540444173618,40.912104954677375,55.606834046522756,37.594129219084635
59.01269716136739,33.18677966105228,58.908303339779735,82.45232299783973,41.97528560589401
40.08074821705514,67.08879085907128,50.971833788907475,32.45510674065963,55.08977347164027
