AdSpend,Discount,Footfall,OnlineAds,Sales
51.473092185185855,49.03837656685094,64.27686134029304,72.9924671213933,60.302704162019246
65.17315626755695,46.738936515403786,51.88107209208702,72.2859811039946,57.90067190387342
46.36955186355777,50.488258321810626,65.55726935456825,66.89340515486224,37.36803287570339
55.43886912570306,49.88235736170033,49.016962278444375,69.95461925646075,46.43692790159111
41.366343450873174,37.77513043447229,47.38179603191533,38.97130596832767,37.02827356191422
36.65044811499358,37.541859438398006,38.58751416473989,55.985790824878116,20.60026216089293
39.47370128024715,48.49805138962651,67.22936930267208,46.311094413851244,47.700149481759894
48.6807994403282,22.644685193334105,59.886396513873976,59.26132355317062,62.217442389300096
87.58772079542435,30.522175955191855,27.679600030914894,60.58800971898482,44.93766348221462
35.21557619694589,45.76156298268546,40.72484562362419,75.8716560169575,83.92718456034953
25.46658062984801,27.851767801000445,38.609479930521395,39.65707937481482,38.371093299523714
47.086487306847296,43.29747798917089,29.69581110657023,34.59787638704029,73.19508248314347
44.638276298979754,43.870536625610164,27.1934428125879,43.05174909043751,64.41353644351373
58.93327217704109,62.16648946960335,31.946043858855052,31.705734748942284,67.00153583261081
62.39411209801651,46.12305857276529,62.79560402673616,31.955054416193168,31.332978383038025
25.738082712279148,55.422056495054676,53.250768116571,42.16375219728565,38.29411085582733
86.21822905794359,46.11303509617419,70.82100521800965,47.80477348325778,42.48930938317002
71.24989264709585,61.84946180623995,49.638364655035254,67.00571167628918,87.80459774262854
39.014699502167666,57.07604970117877,43.861847543873786,35.98188468847547,35.56599820825801
73.88499719027898,22.62859089040482,57.617890377001935,37.62135383569649,76.5874242735199
45.90385026598509,44.53988490076601,73.54263956741354,63.15200123468321,58.313404765440055
62.08717933258676,33.750896168513854,61.125698083072045,47.014186787374726,55.41387048743389
57.26829389391938,33.34236375189039,58.90733893761243,47.204640650429354,31.401178310346953
47.80151290206438,50.300376711727615,58.90447836901943,14.17563443288973,55.82204344814989
42.3220991474691,62.14810169615737,49.97200780573648,44.99927743467577,47.337494055856084
55.001146132866666,63.618641115070304,36.63333053487411,44.845102108515455,72.04019076228012
44.583324600695484,55.508745962229014,31.487120934705956,24.28239063254796,34.39692702428056
39.65161915973482,65.59866746071374,67.24289394031058,21.12019539656823,41.881322910622075
60.46684095560727,48.419703133531634,72.5683769872614,60.102514131969535,45.984723435667775
47.31995943306384,49.148152510927304,37.31063904858589,64.08821203474248,61.13643226612327
56.81406151478645,53.63862034035493,34.72703331450481,57.562897987126235,51.93653708997127
80.03403642461619,30.600633531280682,39.15056918166052,26.200331643242514,46.72970312349396
23.886509480067605,67.78252454252865,66.38355963305251,47.60552032414035,34.79417317654446
27.1384617716111,39.4420307803939,59.38057058511246,38.194209650151976,78.6286426401008
72.36043159847225,50.01235915106655,43.07197617197175,41.46206150380323,73.97565140789014
40.149570026640646,64.0155342910004,50.32688319602455,60.70343320886264,37.694040626468535
45.006221067174074,49.63726220444507,40.52950073494148,68.73836254061746,38.5353780550094
41.344517875847046,70.38050035441964,67.47390855193254,73.81968158488445,21.375902538836986
53.0108412356278,51.35421986946658,41.57400673331222,54.86689084785732,45.178374044738
52.42988402604267,101.02813343314887,54.75696146192686,55.386973971543284,62.318290025237616
52.709667964944764,33.529509857598825,25.299324062850918,49.560634059471376,45.963334574400825
20.54596875827492,74.4408912743418,51.605045650482666,71.59154531996636,16.522065738617563
71.87730583633589,42.72192380074395,68.88736822775115,53.22302710714476,56.79884827879542
56.81775560417443,43.62293452832717,40.30227894695818,44.58259715758884,27.92136187550965
42.78934544459881,39.548128193845386,27.561419709956166,56.87999413578911,50.115761478991644
53.69063484975721,60.461761871926754,46.43209914167909,35.91925380064839,54.55913034961196
6.167050864387299,48.378573627691836,61.47752935059195,65.70387893614433,42.05835165684354
16.379191524360657,10.501012099619984,59.57078160329559,44.69025405340188,80.25948612954937
28.833445476267542,55.135038549879035,74.93527452893827,53.09692894665917,26.120972124632022
91.58916924658428,73.70881185569277,46.59130976162376,62.284311163264434,62.444917401034544
59.62656627298938,29.273828379475766,54.8623643167948,71.91073552388615,57.56790823626119
55.957265034613414,41.94763446277348,36.440319942299034,26.41223920505763,61.36196896891551
46.68673499628036,29.879305826808977,64.64612999760693,41.196333807001636,37.132026496377144
42.55627979434587,47.1036611024044,56.87033105772296,36.870296135160345,65.15560813239813
57.26344382593782,42.280058810613625,47.60315284140198,43.660535838621485,50.98797093253544
72.79810949656844,43.505955221862955,52.84198732689329,39.52125841528096,57.97932566304496
54.146099802760446,69.94426683014238,37.56214571504411,60.35862981424687,68.96125328552674
43.43573396377499,48.09569601297549,52.86107200121857,46.451319989833145,52.659787941226334
60.10154344117714,48.290359018614055,48.173018047883566,53.999926881646196,44.01247396646048
44.75430106648559,36.51709568005804,49.36787821134547,56.71624779682183,45.96293990645003
38.39733426498863,48.556749780775036,55.9563176530394,51.91953935597886,83.44324958558418
40.15376134439588,47.74524652460087,61.68946198013794,39.57980223684468,78.92328316300024
50.06924105390379,58.41715681656735,50.28520453603811,65.27956917153338,34.05733250977832
73.57771291546754,53.47578207460329,59.87688315321419,38.9243702115517,55.058645206212915
35.480150572822396,67.63466645964084,30.65287372812682,52.31260126728319,44.17360827268269
26.56058168717016,35.96961904780466,56.7439059017671,36.55164503383625,39.962441522837175
55.600168592603566,63.72262274351632,59.91164781496041,49.30134463890436,53.26458596178515
51.781186256437536,34.45466035179357,54.19158636070505,34.321106780162154,59.214142120119824
52.027034606701,17.536998976895482,64.68675766169348,42.169523842283695,40.927939995008884
64.3385531340606,47.55107027600059,58.96118259169327,40.19966530899547,62.05503874454956
52.95800539560674,56.07374991726644,47.322145730314716,74.44654900764338,78.05664810991063
16.944241796177884,63.89533612562549,33.80389039523907,57.645152652516394,23.334858790289235
56.04857332248912,37.45643689101772,43.1176842732882,43.51858738083103,38.98173919202583
39.388872470283765,44.02978762371076,47.69103214873657,54.8469780711669,77.9106364407962
35.79686192641154,51.90063032707316,61.58978635289927,39.36662071462626,16.140950017641323
21.360831275430126,16.692654910028025,73.10175327037402,59.21232935950146,61.339630412459435
64.72112108444736,41.36793939696278,84.5456704713004,55.03199889616516,48.908412247098525
66.65002721895681,60.00949809770337,70.02568894707261,70.90749867048248,44.70130185608817
52.80537231355489,36.36206949823864,25.57576742177818,62.551958271419615,64.3555379593274
20.266400901330346,39.24187905389287,50.84125096380241,52.27081612701392,80.67501366622129
40.5959282368308,47.43040287090266,59.747860611704425,44.74695362138189,42.425358042682035
41.194101353102305,53.49470382433862,47.36464335666485,60.237199561228465,55.36187210408452
6.269152932771263,23.72710138458097,42.488559274458645,64.7000388395927,40.22482339829777
55.61886727335829,58.97743603592921,58.10399387417679,41.788635801093264,32.77868736058936
30.316634208476444,94.56402805591513,56.83139445796187,77.60874365517836,37.50334607286762
68.72477665033627,42.84783969882022,49.565773358219545,45.704543208290104,36.808459238654194
37.03646475882901,49.41339046083068,41.19380295451303,51.90080348513338,37.432560317728154
60.611913315327435,43.10054872951898,74.55400791318107,49.240626204782494,48.467279236551505
74.05302611912485,42.57080323001934,43.89641276247257,39.485393028527284,53.066505649141895
38.97229516838882,61.64997526107004,49.301321804729,62.58335713891192,60.89277440281175
42.31276022665703,38.94539975059132,45.07459660885827,50.13302258955526,55.01033015660434
56.67697000481847,49.52109670809048,39.782308883991206,41.20063996403562,57.77530568245146
40.24724832960685,58.40351727910668,58.89440783069203,73.00874883977866,42.78719367056119
45.12268957970648,15.309538072200574,35.85390687435897,35.65806465625043,57.58507541651363
77.11068353969083,58.711369759635375,64.8618789523928,39.33004694044876,32.030380552819196
46.36967838330595,40.643686373862785,37.083642441276154,53.273910188482354,32.211195213780385
62.39721027248993,44.00838296493687,49.321423048169265,51.49679462132794,42.999282574278254
68.98323235410243,25.913287800382605,69.25002494163212,44.794189833644495,63.81121170466431
53.01861411890458,62.757451305184375,48.22382116425893,53.57654036788004,66.4685713575011
51.43773326025381,69.95117312571071,55.282951050317216,39.00920046015923,44.67783333794311
63.32161358459284,31.403291880604684,61.89320029200378,44.513473727504014,30.654210415358328
53.10884347702984,39.49714525225299,41.42562994895094,40.613957008786926,51.723397960516024
44.15050286713578,55.86423066912154,65.18630678359933,58.1253200475105,77.07962084699346
80.77022825380953,45.64615609283243,32.71068688157847,45.66301600965795,51.77531101203796
83.38656758623023,44.37796247211683,54.16895555699966,39.782581745501396,44.799885640399374
31.784207728715607,28.05901396050456,70.41395999215688,65.99295521573994,44.45596951908834
65.95073835362032,30.396405432655186,47.39955184133228,52.61393768915153,68.99081351175649
52.963111015385444,58.17126341479354,42.950588476506404,53.95937035921401,68.96540119483146
25.75235321346968,67.04111945893278,46.85043485974713,28.91070186728567,45.993030586689244
69.35121735565451,42.76497524796717,54.49009573458153,25.802210270768246,22.615005999326172
33.848914704750015,65.19212014505729,49.23753023322839,66.49544317820695,67.3717048780649
38.627726828768736,73.50501524514104,41.8343061597772,65.00543326513225,64.39237253578189
50.97551773120989,50.999940646039946,54.80691040952895,51.731560466593315,44.147944572582176
42.86148430255007,44.26788788337411,68.27324616823051,26.17489930573106,42.54737367752257
45.110887987501904,46.57852646215908,54.451625283768365,29.776258126632776,65.37974094526642
63.30430712531787,60.115009164147835,46.88662117113863,38.92471993013167,45.12197611695564
50.91297663977559,59.992786492251255,48.7803319196307,55.40678920104688,43.49136858631448
54.29488784217533,46.262000963775314,54.01927321803115,23.495879470195625,57.306565600417684
58.100046694132935,57.93443705413742,35.188362337489885,39.34803927414003,36.971170843549075
54.94970960500494,59.87337374145896,39.55155693909932,69.73419099394326,69.53580149430965
52.069382319075444,55.56328908480774,24.806742757216707,42.06440279487782,31.214607375183657
36.35020438729563,57.71778266183114,61.34086105502013,61.967867969329966,53.625372008930846
57.85061791883641,26.16299798715694,30.657018867835767,46.861739819345345,58.96229368016831
43.29104292122703,29.588247900197914,39.62355965016303,35.99772332507405,24.132669975256384
83.36588946720798,68.49307313846882,20.365112903943,21.169228948316196,37.910163605815356
27.659995730745727,85.73928085484252,37.96520173995867,55.4231050989639,42.41305989453157
32.49223375994192,65.71020780413593,59.822458623663174,49.106474492269705,85.7290209664699
53.525826483629615,43.152968730427276,78.72909615925509,56.05813738048555,74.41879453171921
49.41367118111252,4.7833834181919315,26.618690960980867,66.24065800297308,41.16405566271648
53.79987676403938,67.0077109803612,52.69227127615684,37.10898814610266,49.83369939716489
51.60397854332373,43.87766648097731,29.225327948668202,44.66776534497834,48.607789257106965
28.352275699058644,36.22863141506872,39.24723930704584,22.094572270221764,51.923535069721986
53.55435202503304,41.83511035246002,29.47076973378049,56.10479818318354,58.19119630520825
51.47873505696901,50.62342425863149,58.90915241432473,48.56796999030611,36.23362936705
48.94573989997342,44.11922084296174,48.94526906430754,63.26399462323641,31.968823271818756
52.66211712527831,31.211218271865555,36.22728984211313,73.6075645198069,56.859596814108656
52.41411795714213,25.1229218539792,46.46389598411932,18.908136513233863,50.55879083338967
31.29554451625558,58.367656153390726,52.41955873327909,31.758609441553766,55.723897646817086
81.4008239635848,46.959118439833624,63.20454428428882,18.45520341143167,57.0154391676922
41.46090963602564,45.96477765182471,58.92671746830743,46.347775435417354,25.73842918846678
72.90830538978052,28.246995234976758,37.40697214132891,51.921778460539464,52.06150282170218
56.419587000492946,51.9990301078664,67.22629744274042,57.354478417046614,32.214496073801186
11.028656217853772,52.2663170998523,71.99214245709432,31.214406312205195,34.2507617350869
55.32283332892475,57.244898863044064,66.834270262368,74.61665394848515,53.54127192411425
36.09948717807212,36.55825243276757,41.84558739985092,65.46812826853139,42.4987439784794
64.42365970030916,27.12749067412173,54.30741074781457,38.73362055985647,57.8316369059799
46.15588602228131,61.96296195746951,43.476292574009776,49.61040274163192,62.12122343281574
48.471625116970955,50.87465792892792,61.40712637311051,48.848708378335765,26.2278270681685
41.43439462894404,21.148243003912178,46.250871759004205,57.06968832487253,51.868975044425056
70.91985683330051,69.2400239297625,53.851033311870786,14.1172851227386,60.07017399783558
38.42441635198696,63.218425882944445,54.689754904222006,59.84125472710526,57.525040647227
85.85271374124147,57.817748649644166,30.797903258280712,66.06968665075514,43.54335563737103
70.17789530486263,73.1432758009638,59.327682482801656,30.835498710524288,43.09521692894574
70.11127275475371,79.98503881061463,50.92889201740678,45.878008767619384,32.29808837545821
32.49425992842768,53.491732067335526,60.511222284084155,27.68967523302846,62.44005409228861
70.58415999585466,59.45885311811153,74.79292749941226,55.33204737219394,55.480501543384456
55.1939425715433,70.39134601193827,58.064591738747424,42.053693969345,56.351475468882846
56.50171164459347,46.81499048764692,65.33874885290783,51.372288444200855,60.579305285205926
57.646404165222286,39.11339492538124,35.306748525229764,39.27104759354466,48.78262862889815
73.87290555331762,49.288823620379986,55.606319808821866,63.09523662820567,44.61720400174477
43.77991652129381,65.7736867928464,58.522554001420616,41.54016722809453,43.81481592918458
51.2797505776592,54.94431283417529,68.6596656954641,57.97992516861936,35.24740225241523
38.20582178468935,54.64583780220321,52.14171467369035,37.34042055507083,65.79345586399192
16.281027040444414,55.034362090673696,26.795593075160518,63.21047685181688,46.02514957957355
61.215898873877066,44.1350870417078,69.88615362228822,22.012999372542904,63.19234476955387
40.882276011880144,55.62649897824337,56.25634889179429,29.11368197312366,64.96122496097169
55.90553711446962,51.754115857298856,55.77767231830912,51.878473019659154,62.52018416862792
42.92866719430732,62.54275597598631,58.58446678295362,47.41973507908796,77.6936678586872
56.77402453704311,52.92500115262444,58.609412264344016,48.42849066636278,68.01650737194508
49.67963615452937,62.291424216379866,33.97579989678307,23.06269401377893,56.039502931982305
44.24290258745148,47.110055026227435,14.878949259793359,75.50938308122397,51.568354729181
70.0186179183532,29.11131462219779,51.479734017703805,56.11279083725036,52.009506800831346
53.50246565228537,29.151274496053837,54.75517176364482,37.35979456733013,40.73428284493
50.247616423394675,44.721323146518024,45.5837287264759,66.85963693783387,47.659251850357634
44.046574159809055,48.154688522501765,33.32768626137377,52.43843464920211,60.82760792004463
54.70975511227195,50.5498522045776,59.022161700058014,41.68831537550061,50.58871709681106
70.97462083334221,45.58886382395468,59.118290875416406,59.49347800872989,38.634833154520436
60.31912484450534,40.89727606411028,56.43594335491411,40.65559270421236,54.215904456067705
51.93835744144693,51.67907234761965,54.07941781849504,42.04017020664653,32.504764432326624
51.22409697974271,66.54189934129639,58.74865904526027,56.708715255049015,42.33669581988491
52.797368184405805,37.54256403741316,43.646181829689006,55.35647906110708,22.750050016235676
75.9430966152222,29.987445639688396,78.33072962932798,37.41645900741018,37.268279969379805
44.03599846594747,43.408652950763,40.92483020368486,44.4414555711868,51.375727123342884
36.53869633663751,62.61070848088704,71.18327652219307,20.829401499279722,77.83081600393916
61.58809714103759,53.86341007298935,41.38652709324488,52.49924357929985,63.461795223691304
89.14870411506287,82.87900383944178,27.070706868482983,46.88268483215513,51.16286417158964
70.15333408795314,48.74217295959424,38.67126264590393,50.80683358801963,44.21997694905194
64.79770373192088,85.8138754745424,63.65838538801219,64.26278923381027,68.53382397815867
56.81811048264539,44.01885022335775,45.496726724774426,66.44003773436204,54.334063238026346
35.265847149533215,69.63683063379348,38.38827076807489,33.08927175606773,36.84656930858283
54.59579508289317,64.59086257442556,53.82050443017722,41.647143123920294,37.88111370330567
61.56680879412508,48.60936689985688,55.115065498898176,47.89594074354139,54.49161579550844
