Rainfall,Fertilizer,SoilQuality,Sunlight,CropYield
39.272992860479604,70.99170492035356,37.87077423697081,58.7860246717254,51.93901626343018
44.99504972249534,69.53247718372774,26.589295228324957,62.740224511842186,46.29982052096724
61.23936010054649,81.70791999294968,43.40558574183599,50.59574570079234,68.91265371456049
45.264311538500394,74.55003240284279,26.5118428328449,51.44798305985815,55.787370168031764
49.38149913354675,76.45551701939385,47.67021744178295,50.69008914287919,76.30174371115312
45.55360870956923,78.91285329872801,47.437080818341904,49.50174430722779,60.586146573581864
59.00727065491133,77.0443855194099,48.48511653746961,41.15369896997025,61.151835229807055
62.119875450026484,87.8050817813155,44.02335758714955,61.32278794324428,69.59038227120747
39.09130038681528,56.72187317563159,17.83965211234346,51.021529713109956,41.23251648810814
57.177883496495134,73.91105838063115,37.49041852685811,54.48522457628669,65.80569567613371
58.14499107674486,72.81006980441329,57.56889122765787,70.71553697381866,78.13884406025183
44.53123987437035,74.40956816615022,36.14471697163938,56.568601582776246,58.195534230434866
54.272781308411766,74.03833432987715,35.85081675311112,58.44905448895099,62.47245081534698
46.16678350566583,74.52918713236704,33.58800926833201,60.76466453168108,59.42922493641614
48.58633085357208,64.83481135479778,27.20444712783319,44.06942675164713,54.1982476392393
55.03492546008137,80.6126546262085,42.4454691802406,33.43766478531138,71.56355313968481
62.70264309857464,77.90798254814612,34.67689103203545,39.06532532684649,79.28595990713332
47.48001413931312,59.291291055233316,35.21538409766888,57.52880702620959,60.41853267456973
53.85487402770023,65.16052332560156,29.40626111658618,65.18356535412755,63.2419797785851
55.12712881485625,82.27800413201109,39.848270255698885,55.91525687809389,71.04278302210913
45.41016994144809,68.72693793334145,47.501652745064135,31.02359338377253,56.74305010137125
41.32174595636966,64.57864223684027,23.156258911639945,39.56940064369192,51.96564845662542
49.981907721313036,64.0560320026904,40.041575889094126,67.34412679611042,54.657437236130505
48.7578367414339,66.98361280233422,38.444856193852615,55.2628943828648,59.15022870345959
61.34069891737106,83.61638978021061,44.696685388758105,39.87607826844647,72.00037053322544
51.04763102128195,62.99738619777757,39.45600248295917,41.54498967548498,51.92559040074857
50.77348867837831,65.66900727234298,27.702581899774742,60.66130289411591,53.201781798163395
66.54095946683896,82.91487162347232,43.0404111054573,55.04150655922292,74.10690340474906
81.8042834167506,87.2315750870361,63.349840004955134,58.34675927115392,91.5638971339772
46.95331133129067,71.0068057516695,33.73747294177478,48.803912808659206,62.653182562136706
58.30480608236468,80.09798588264715,43.36385684280302,52.94391490534378,64.70174874817377
64.38371647162772,75.19484413775615,51.590114129147274,48.07005567834287,70.50501392003201
58.17545979414619,85.78547613789294,27.614184390116154,51.29283859011237,72.03696038729952
62.48871305454049,82.96707083208943,47.665564081932395,43.51076114830821,76.87515777091927
54.751496632247694,65.13853264919307,39.86237221296365,42.923533009724544,57.20346388421871
29.90223750655872,49.5092766935272,41.3142127904675,71.33578079500145,36.17910564098084
58.51801302315408,87.77064611694632,53.05916845952279,55.73664002036928,71.10013393655476
55.233901233146725,74.62005218289246,47.424092804355794,54.860262684923455,67.04180209046083
48.185590135434474,67.48459574048525,22.46134672413129,55.15359913791087,63.500193889794055
58.17423772679837,68.17794826186129,35.414670057841406,48.8565558338173,62.33814334431494
52.01272092940481,74.33570155266062,37.79801205001663,33.15964793571602,71.38854334099263
49.18197888354886,68.98134844938167,39.70528453890151,36.87945112286546,61.51687126161802
58.4062419649716,68.08904071551756,41.414896369906465,57.16389753131078,54.545209489629684
44.585648648957516,60.793958819892,34.624187885482996,43.37307057746568,50.45319021580032
35.54380226380131,61.53061260215961,23.053585012893127,66.06144070960454,38.18362023162858
68.59892827766951,90.06337032732071,58.21633501301324,55.40477088951132,81.83931832298566
48.05011382778138,64.85471654134732,32.84953712449752,60.03699688627655,53.28602075782807
48.454620845317976,77.74586028625811,34.59306474578978,57.21612575172018,61.697077369800624
47.107181132358946,68.14558174746152,37.62825603205268,61.74893495962024,55.31028917007568
37.648946377444474,58.45628366253055,27.145988785392824,38.834980215838215,45.58606687199877
53.410773671299616,64.51926622608187,58.28102085199571,67.89800679353576,64.61150880980553
43.82300398323113,64.08543827515959,23.523684911163564,55.83149935028355,45.817930877389365
58.035285438670826,77.46928075246052,53.90450867656659,45.5823123164446,66.54390070908423
46.46427708653427,63.01334178186008,22.339486832223315,47.20916186426372,53.74858566247265
47.328783085170855,80.04182671342471,41.71284722469901,55.15610918903619,61.74016664456786
42.02803498077894,66.07041295605048,32.54630197452222,67.27382138387958,56.25355732608035
57.724411726027434,72.80322528598302,35.491845194980264,47.91406056433517,60.87342628269934
47.346435145094276,63.50492005014813,40.16058040885081,43.27665027296769,52.265161455393766
46.744347968473264,78.83271255130049,34.77762866704047,54.823470704078346,62.58760327295691
65.36660922689244,81.46774262442685,51.228671285005696,53.743543917909285,75.38396788317353
55.39596528551829,69.76654859875676,32.397053880002744,33.51554037830092,52.34340986641095
53.40772841387807,72.35281518273675,43.03191680535654,43.29001414095477,59.51505020262232
47.78402061402221,68.68644414776409,40.23387881199128,62.180361083924716,66.31646988533565
43.84527950093049,67.95191828962291,29.743147571108622,53.05109158246056,50.73594236913139
59.87824957001255,74.9006648158937,50.01002460625042,61.43492455074339,70.04446725596355
44.90817886821014,71.22773217550181,19.85930469220994,40.90719519773843,47.993293021158195
55.687602224686955,86.58680287042145,37.874723546715956,61.64299539437467,72.51175134269546
45.16974896197402,63.50760804554117,35.457707794113425,49.65311388942081,52.56988979935265
49.13290929486385,69.1603932947538,26.399704921964364,52.98927043144636,53.95210893097021
53.13314652776556,85.92781309407545,28.56656667095953,58.05545217840565,64.61760308840326
48.70100971398133,79.3192005931453,23.470373198695498,51.351139780156686,56.03270534553207
45.445319304255015,63.37255073298249,37.65942195050677,47.34221201619185,55.756283746269816
43.88268060365836,67.27144928146856,34.39092297046752,65.25948036326642,53.36600721483241
47.83599683518051,69.24719889817604,35.29326591888435,32.440893792651224,47.21397404622551
29.450074876801136,55.763890672929485,30.557053820776034,48.72627057935544,41.25303206021201
