RepoRate,MoneySupply,GDPGrowth,OilPrice,Inflation
54.80228611759197,66.73192400942335,27.421427154865572,76.094084987275,54.95130176414399
51.64589613349377,35.72622801366711,40.44740326427026,44.33685253012005,28.612191514034695
45.277532267190324,36.61809741957046,60.244363353219946,4.307251250550529,46.29444883299222
35.48465323289338,50.04025505809614,85.30752477473504,75.11240536002148,42.57538416140426
47.21813879640132,37.43251892740258,47.73705268775701,61.042190292012776,30.294769088318148
73.5005899556069,63.71642709748056,63.06336134706431,55.73707452425509,36.445976758936
65.18151211719005,45.20403776332054,24.67208039580805,51.193689985904015,32.6146441966024
40.92375658446938,60.60067181460881,48.205589334208106,49.4382830403982,67.52599515201459
16.158253955368792,66.87333721235711,52.21231486233852,48.96278077903735,49.43419421712458
59.59680621683967,65.38932859735365,46.453869188094394,47.987433037323555,59.13418993097305
18.528849597656997,48.51952525270434,57.471235169429484,42.60029654524288,38.02084629912992
47.71497054406369,41.225980716169445,46.31522206274959,42.918291019889516,73.42454383722925
32.90708716462619,62.5217085190419,41.19157067269819,54.88723333786244,59.705396936303636
72.9559990953394,55.89379684727815,44.05361289436246,50.98661123448593,78.77715172254894
52.45179485936981,30.382636613279917,44.25063561423079,43.86420728300645,60.94952672535528
31.67020562511157,42.38338760443346,53.20281253705599,45.793701634694706,51.363796353404084
52.213812793888536,53.217358403518446,36.09554414056837,61.963762960023146,41.97073258256126
49.82613041989545,31.821755741346504,50.59840966398381,52.85266222339321,50.54344925137224
38.29530689403292,66.91905399494856,58.7516051809604,47.916492190671086,47.77893852280877
38.92782111341326,40.65766249451745,71.85282205534466,44.625169587701606,91.45870824298427
32.60529926918265,55.53162412153868,53.393101803618016,50.543796182835166,26.118833989934004
29.431595115369145,52.933587197915855,34.639054285602995,68.13575270999569,46.64037602450326
53.825100216979706,49.39320873866412,48.97704157984612,72.81166737541767,66.26505084564428
52.314792401089846,60.12433880694279,67.59671279890776,41.032614824232255,26.675572636729324
58.295308776283406,68.68968928838056,24.279750997815057,40.90527012443614,46.378823632401215
35.26270479548166,47.83071672547104,33.297699137610735,45.21369361012905,60.490506908256805
18.95768554767431,34.233494944391296,71.01037855963284,37.6351837278053,11.021306648086302
52.567702198618626,48.87870751398869,52.22202197536882,50.860800543578826,69.09372552079306
39.45407305987691,48.59291286711141,43.50968086488731,60.14543949376576,61.66314586672944
55.586053214551384,82.30703878738353,58.29956916816017,68.82498552108112,36.71941969894241
39.52684629444869,79.705051623943,29.691074245317807,61.51774213703972,69.30033429550784
67.63320874388462,26.07011031052095,44.737864609111824,59.33291051860148,61.130204771372675
49.86487241405545,39.5583761522876,45.89770731809952,40.72652508382259,31.359137234549344
45.513873245787266,77.73944421053329,45.816965415873696,27.308225294250374,44.6198608544082
75.92059452514731,26.106073444884103,49.98592093921194,61.06611396085082,32.88567297013259
52.86192044252891,36.30103548498616,31.613658280151,59.34001890251499,77.34581986119437
44.19448747180325,58.71130867887611,57.256144110164996,52.60993625838144,39.66895157039763
34.800454588344955,38.04222811649649,47.31881183337243,43.7106459683453,32.763604798743614
46.922596569246956,40.4644169768564,58.354420711500175,44.13584381449361,62.65626208328029
53.445814439808835,42.55014584895797,47.548717615355294,47.97333632865204,52.49241322537687
55.41528931925907,43.24594068022599,46.42211348338255,51.7153347423355,5.64253811039228
58.29499585676756,35.69421401417983,45.664098848894696,39.8395575838265,61.22741288239395
65.37090208864603,48.31534739509824,48.50935481129058,49.41642298568536,49.76426432130913
65.01509347943677,95.15614290079182,47.42049010620815,58.52733669316747,37.29880435647145
38.67105517184088,34.69631353665995,70.09192424781182,60.553648192811934,44.226754622560186
53.19396848879467,61.46726183051234,67.94004888358047,56.12756326393121,51.37934837892309
69.78476310473948,33.4475918725488,21.172330892901186,68.84292823974477,43.26138922166091
70.05461109801902,78.7925139717353,77.80872497731096,4.817904062240956,62.01486585109526
42.366252121680695,40.213972494199226,55.57982664891261,40.60012823603178,61.239036672309744
69.81994420877717,46.969884532821254,55.38431410231781,43.12991821918399,57.02004105777438
71.25826999407113,56.14954419987094,48.21400375269986,69.65728606787549,43.896287420309456
44.26710266868692,40.03754510109077,26.469660200437207,37.09924567050811,50.82517990800911
53.43802202191478,35.48499929948997,42.34604516045601,21.611618841008415,82.80676252918695
72.00104348694703,39.2632853752952,52.06295722744919,36.80528959378796,65.36614328102516
59.64600085024315,30.286375753446645,35.388143581407455,48.95589026272159,70.76463005014844
44.313509645949836,69.61313194040933,54.66324491578496,37.51101049436722,43.72835261431972
59.48568813838244,62.61480416354455,63.97594989723539,53.211673533259265,56.686709292144016
83.84864586350508,86.1058336930752,50.71059678165687,23.479346118780864,51.939803139534625
51.73903307360726,31.063272469594537,51.86904678114675,34.3276463236441,55.651544924739575
58.924542997943036,57.903898601357255,64.83818461970199,57.0402716855189,61.829500522267644
69.37896569604587,43.37107273394803,47.841515222380394,44.6701909317393,38.82072251260617
45.52545143048001,62.52422272104189,60.907273474223295,24.586219279335253,75.73190063687193
62.70605123600978,53.41434188723806,29.28210509967404,32.22003782067905,72.54525656266921
65.06738045383361,66.92970485539522,48.010645747333236,69.59913083142422,29.455886818458854
31.49906286100283,65.13000632912095,36.23577914251519,49.401795795591255,23.37573299899378
7.334607579117993,34.67618323921104,44.31762598944843,36.12717231946533,59.306970414419006
65.16345211137788,59.15131882427616,32.65183087802188,57.87117717719801,31.576527149919468
77.94927218961683,50.73207614101376,37.16195821045566,50.79332659833773,52.52314627712805
60.61282996058824,21.679468837143947,39.55757394662945,57.22375046605621,61.6819184573424
99.05738536135081,70.6752864452193,39.669976591526435,76.61380058466057,58.69893295861273
70.49740378569214,57.00134694400452,71.55616697851084,66.24292963352119,58.2844123994127
43.42499947627769,43.37682883793162,35.75060940876527,48.88419427105579,66.60836774357543
58.71550405560338,38.37362226253989,64.52180113971991,32.35939930017566,54.98645242103561
70.92256973246482,32.35870560225798,52.55774377245765,39.5205711140554,74.42559141418343
83.7445395755706,58.32942025122942,63.17322642393333,70.49521508346153,61.47385613133794
37.649358502014366,43.32757355521575,43.220433149293854,24.006511510445613,64.66799834524198
31.224013624694077,62.42908484060456,39.09693630925651,46.66561223332382,58.37155295439617
72.91321123408777,63.04193058726169,48.23157104048088,49.487010352427944,32.34402376257275
59.55093171978397,48.7692424723542,36.043905579169284,61.673489578541634,71.28883263490172
47.324899186417696,41.56282120258546,41.32696506603825,56.02470955463767,32.11425771261433
51.13286132295982,43.909778384018566,57.58186911888485,58.72772701826722,33.15950598464818
60.0158461149267,56.86654983665779,47.141134421757734,43.542471320310824,43.62877212282982
47.43263394807027,36.03027256420028,39.73478438287398,53.065071930642596,41.42659698885152
63.17259679489486,48.030664327583246,42.8766696791389,54.972696904467476,43.911058719719314
38.30428876954962,44.930861349892275,19.36406246493997,20.437845969781783,36.19524687858227
32.09484678348175,59.751449715396085,68.8976585585718,54.87192322705543,21.54944503800621
28.853442696835863,55.25245675300621,47.42470983810826,22.1512368740479,37.140120122343916
33.87791320014506,71.855312124281,60.57915584490723,45.68767970116944,53.43111964489526
52.186913978513886,51.18774947835208,77.39961445556801,71.1317034424803,72.87352279665043
54.961820134965805,44.93280497814411,31.39004694523117,35.07037495781739,65.21152467681512
30.886065858887555,47.30744623255719,29.222012656288666,48.540069423105834,34.079438680308044
59.95983154179604,46.340871624367516,37.865589334282866,35.65504462157997,52.007024097893115
50.760681838305764,41.71624105793323,45.2274724600802,42.60732130506875,17.31665450300651
49.41556997463375,26.6628809569833,36.68905508908054,54.81275714750515,46.405985213704994
72.92038510812108,38.040714010070886,43.832158454538856,52.43381241792133,49.44264369983171
65.71480578808601,59.6017233865234,70.82289798862578,25.76397422131286,61.79400901877081
35.27969967186903,56.66903829762093,46.34283513617156,39.66945629299576,67.60966169953633
24.838597996084886,77.19341515552391,59.4674701885569,52.536451558136186,47.77112044569716
44.440958976682666,57.02745577838583,29.093722189025097,3.9023405305071464,51.28554148210135
38.811545587079245,36.259551895689576,26.36583797834345,68.06339972816392,77.30920137862546
49.22410184773141,47.66517035571533,56.34716459685354,55.45085313298776,42.196793099103715
68.19448157868108,66.98535010955746,61.143631124461535,76.67178367028897,61.61429176391907
40.15694711452203,51.18600894631368,64.09901334065027,34.226835584952696,45.90821596224136
26.252341443646102,80.17307234174203,56.10850049861787,58.945159944261796,27.372359560228237
66.6801181532044,54.66573179408142,23.024070929458794,56.85151944635468,35.33261957000661
50.847912787640205,61.2914810562563,52.923702680508576,22.33803003462661,53.967690579411624
62.7835332057594,46.99468358503438,57.73635151059818,57.988758933263625,19.68156587164551
68.75525044462745,41.60541806339475,39.13273050753638,39.57597891367437,68.45693303815361
72.10537162915335,57.08582298585555,42.783953042102965,93.63679457895093,49.73109165558983
40.21131001376754,65.37005718712092,48.183386091959626,81.35756779333403,37.30493005686038
47.2882324575445,72.99212002836725,57.32202619990008,45.5552535458661,36.161444516390674
32.960621664669006,30.57901285047364,64.57692932139037,61.784333988398174,57.81608223987308
33.42463407243238,45.63406302002154,54.89193027890554,68.91036622192755,55.41522595176605
51.97864656883314,36.075839828447734,63.525152621863356,45.82499240921449,28.85383843365128
