Cadence,HeartRate,Speed,Elevation,Power
49.457089749575076,53.93552367782237,53.46979871989285,60.14466140058853,36.36258119044671
31.542505553091747,71.56582804456727,66.06112559090369,59.58756782066465,51.08408951459397
34.94809695478937,56.92054423730433,36.315978018332885,65.52256798825917,31.14358648268113
50.005871424378206,59.69853689729567,56.258451562608855,64.41491081836207,36.01016864909104
59.036753247182226,45.21063076931648,52.185042715028025,21.990005728554284,65.82288034876389
35.00152834381173,54.75083070686053,70.24229725205248,83.14674021938134,61.58455188121039
58.401975543362596,63.00069315100057,42.67380369590495,50.05823501664912,62.94019806434255
46.811001633841286,21.77981346740522,68.58853398176922,60.66679658088816,32.677380648883286
32.493681506673994,54.88441185233222,103.99717553515319,50.8908142416119,41.480396952806956
22.875568345373352,55.38567544542569,60.13636244896209,44.771704792353454,47.55460639249925
45.50117416593774,34.99426733987211,35.501322176969666,8.719570066486035,33.83481854741174
55.90332616884071,35.84462942004925,56.306135957688184,24.24768260526435,55.593787611932996
40.800922138715954,40.16087974321994,69.61800458454987,14.882934451390206,58.28479014917002
61.84662553545314,45.19217580497608,28.775118694227395,51.03693583847557,43.07312426281509
65.50829467299171,63.043874121403505,49.9999667720552,33.96797888944723,48.18926909562264
52.20266421554461,47.97093752784576,46.38912052292895,40.88256961148449,31.01221108459451
46.45391527905354,52.02803718861605,51.16045347406475,49.33464537758204,21.381660401294262
38.09091420328751,67.8929396386959,60.504595470436854,47.58990955282109,51.051689171027824
33.25187749598415,33.91595027893595,39.57874638211317,45.269744186495835,41.92188402121601
52.05055949233024,50.78045303794275,53.14744385307501,21.074371837935484,88.42146624568474
54.3634607849498,44.59236076339088,43.953425502643995,49.94438967923352,42.90579195538291
38.46799148094425,48.754618205068326,62.76763818389165,48.613539150675344,52.71373383053857
64.76425875546143,62.18175694248602,75.4331114747419,27.178785724905378,36.234652087042974
37.08319163547615,23.722568552688607,38.32152272315351,59.99741670130997,70.57185812440085
55.81576294377825,78.29551117148623,37.62826543324371,61.88709786054082,60.00932743264277
52.89508472096463,48.46649605715769,45.90076220713179,62.453431955325456,57.177415657569696
54.9926067672379,58.07832739282459,48.987977340548476,61.866500292465716,39.71622709073685
51.65498706921336,49.481123049776855,46.931054055904525,51.20090772884568,41.23882741314908
88.53768196915068,67.69222453349401,67.57857870294005,59.48006846856269,64.41392215304471
64.17209958817335,46.054567279804104,45.81476504989915,38.22324141058429,60.65520952880627
24.568889587702373,55.88825104452843,45.06868990381856,25.475760721002995,54.19104908974187
45.94476372895328,56.11406245716162,42.27283421022009,28.332514805580384,47.71170711547308
36.96052379477999,22.054043856973706,62.74453244922409,40.893705632041225,47.89534405446827
16.87345362519843,43.61828921723628,60.51842200406517,19.394263621104727,47.87808930664989
39.33940282346557,61.01509671377803,42.81621387488997,57.00455462145643,59.37037544937907
44.973940124699645,57.350806701730036,46.16968557651442,55.142587463027894,35.76770023637576
35.84002031418922,32.507918774561794,53.9513088556092,68.10349254114188,64.41756175680462
46.38649474740526,47.56260371634389,62.296097726309185,69.76907079232257,17.649994230365508
42.395283587316094,52.337022443291914,49.37672871788245,48.91985214741631,78.58926420742155
37.43005894153233,40.752690684255214,35.57616486725302,26.23112759842912,40.04486221206072
35.68586885328243,45.590446175585875,63.037881599681725,39.766848463195224,62.533410555155
