VideoTime,QuizScore,ForumPosts,LoginDays,CompletionRate
59.0756417598917,79.30811823476449,37.33174471868713,70.85372055456921,66.58575307295536
66.85217184793704,84.93138867976757,49.640836870559944,53.11291134265256,73.56963443061247
38.83690699683303,62.21304148972107,29.75680879691477,52.48524878491386,35.351702961631815
51.535737269312094,76.80271308707214,45.672125534670755,53.49375439588309,60.79199384822734
50.557530204189305,57.67108123194119,39.858343711476884,35.9852188270295,62.705415505351795
44.91453374801454,56.02784742077402,48.0578481083152,43.979967266392265,53.84140372500786
45.91179056078735,61.1348273007573,27.256862224161914,56.792121467372226,50.29734985314645
49.336082925332235,75.52548378057928,31.11206433349551,37.31443409689892,55.071270353577866
58.14451041454821,73.59666262702194,44.02766904078179,38.327121083588324,67.9573875026246
50.702960465934225,75.91429839702096,41.021488380419505,51.06241373257475,56.59879352074199
49.990060630947916,64.14795136842005,45.163376275463186,45.621382176220166,52.02851670102234
60.90759654070582,81.92855325064708,50.334852846028994,50.97667762982889,67.27144764256926
75.89965563932307,101.06162128344032,70.09238582390063,54.42912153070082,87.62312149308258
39.98274325374055,58.55362104427389,22.393264950619958,56.3776931572945,44.95366655047598
48.19729169827202,75.74421432855868,43.313305646725965,36.05111957781245,62.664221525023436
44.95397276910436,78.05030718606204,48.0297755882277,55.986214846885346,66.32738293202179
45.5773056974666,64.95252754086829,35.109028096470496,43.56521149991552,50.38768886645756
57.548777538204035,64.12532938977125,43.7539514682648,41.8446309023964,61.312702139334675
22.368289065946687,51.35576406520344,17.32961942050144,45.67071905619657,32.87486526218204
49.881465140680994,78.59771157421699,49.025938516637716,42.732192751571176,60.51851625142548
47.277993857197245,59.805053171282985,33.48285169369784,60.73126708026652,47.9500178651155
41.16854776933669,61.11413293445676,18.84047913462696,28.5165140287357,49.27851098453044
55.50554364594191,71.04273611723241,52.29816045066515,64.62393930066654,57.62029483015546
38.429122222848676,74.71650535991614,11.750628854918943,53.159735106736385,54.50763965157629
44.60576321836468,62.77512296641252,32.06889822869688,38.99110902261868,49.83538268287807
38.44470341801639,54.85740443263615,34.97395880275693,53.16302628934365,54.71751561372368
41.05466918424633,63.94502712943241,18.231646469513596,82.90606621189167,47.300977231403515
55.06735367236472,70.99567003335784,20.68698901541704,61.29538656455871,58.88384927425636
56.818956638282955,78.45573543716529,42.1416646562315,37.83242971676633,72.61777318417381
68.6499819504339,83.58492990774225,45.11781869093,63.54288177644529,83.93448578867634
54.40644603597606,57.29637996227344,31.85460776854525,61.2892357916992,52.10897012190119
29.201003373417137,72.1386571039465,19.148244156031478,56.619994161454294,40.76054740113936
31.013707285629884,64.45933470220292,30.578983279760507,40.63231413038182,46.71548632527746
38.895118691982056,63.67082085236369,42.48242057639877,34.543023592967884,54.04165737306624
52.46643995209264,78.56600305629152,51.971593595837334,63.55407854477801,65.33761016890698
62.29830094083529,73.98487567597093,57.919105367581146,49.68300894467887,73.67358605023509
63.44527931259833,83.74708854965873,46.70223214417887,44.615668702438754,63.87803023647271
48.90172294981804,67.51841613383007,34.965111791563814,42.08553669949175,61.61184320089127
49.728651951301494,69.67273049405229,43.715231613088775,50.43874636464588,56.76284049587626
65.89822114550478,92.50971772407513,37.976116923980946,67.5291320029821,80.28741291744127
44.94391025766691,63.86355736860489,20.715203541403138,44.39166368358706,47.37339478223411
59.640532064996066,86.89323840769568,49.39784127861107,59.74572422738317,77.64442901601173
60.46736281688929,89.3511990747914,57.45516871096787,31.661411650851512,75.89454295098692
45.52423298669031,56.398138623024266,39.90340742101637,42.45084494380201,52.48152283905155
45.82487877384622,59.9404814184404,39.28409033640465,56.72300972817679,55.7753970196095
63.99090108999329,90.084795114069,39.85954349002426,58.254946299592476,64.41670385809375
46.85757062370156,53.51860881801123,22.183649217559513,59.707696378880044,49.30299883374748
46.357498519921236,60.515383440669105,42.88338803324203,44.18860302211763,55.5824271168874
44.87146548088907,74.91329345948216,20.83091644535104,39.71324055072234,52.30641839184504
49.948227336399746,70.71112445654299,27.22082958615249,32.56311117297625,56.78084220721473
45.15724940249275,72.62817623181724,28.748960763214466,49.77987144595126,57.594641075592655
65.69709208447583,69.04441224113263,37.65890088951588,45.62977973491127,77.04180391831758
52.36675144326848,61.7542571512555,37.87328157316751,53.749450982764856,56.70371539407832
55.130664855712595,68.26628725060081,43.221280239446735,55.2915727641,58.76027564570593
32.930050233010846,61.65260347405457,33.15889799423276,36.065505369553264,41.20645228895384
53.086337608738575,78.44003478737534,30.334130149569045,45.507361124845474,59.80846170218027
32.461248690050816,55.878956780910094,25.29975254965013,62.0627980116444,45.87189723438901
58.39732122097072,79.66897778339901,24.384924604418217,57.08679799435331,63.692153296414126
48.13008191337816,69.0038189356437,29.483180318824555,55.95149804334774,49.563187406573235
39.719492675303385,73.54949557261338,22.240831394680118,61.71351091153532,53.4600026923586
62.18696891087295,74.04615682992399,35.553005149484676,55.26641469111151,70.03103841240558
52.15243168469603,64.49684079217184,43.9192838040969,36.992908920391145,50.631325244208654
47.26960540343339,78.84256508709882,45.638351195439164,64.49563364435382,52.44810189064921
55.61617354051928,73.07208487548164,43.083658775962554,61.862347798814966,60.04599015586723
43.400276564517476,61.5440065560353,25.95037773747198,43.64601872250567,57.09198104980635
32.4513935591129,67.90509385110181,26.356838801377638,34.09915774688202,40.244653063648045
39.015727327745665,65.92907437943536,37.15816935103869,45.18452790322654,63.37629083310235
49.28586418730451,75.88384037889097,39.126036544345894,63.01228614381763,60.9721048020963
52.88518785235877,64.8590400486604,38.308304590408014,70.47181594106931,52.775871189715275
38.72021398702141,65.55070073621609,30.267890595213732,52.72138517991854,42.71524453167712
45.05217535228451,67.56533570357242,41.07880287686611,32.977108227778274,53.19894032229212
45.90176310879606,63.79270835144052,29.304881470814827,46.67429205860677,55.702875715701026
44.95517633585267,70.69559465461084,38.79279652263058,62.443003121381565,57.26926874660322
39.892424126675216,66.2867247816313,30.105716857803927,55.721295093864356,50.821275609589854
47.88238748499008,69.88270347489754,31.01488976351752,62.88112268061884,54.48758028853602
69.620909001457,94.86389326558427,65.37160345183429,72.47153710105604,77.8142539010596
48.75612562086096,71.76891320827613,33.83471171357227,60.84276183347656,60.48489855151434
50.62285798425671,83.7612395701054,36.08816601039732,42.93532069550189,61.07226296348044
43.30055823107911,65.19341569108497,32.10318978345191,54.81483742441963,55.461720187306256
41.36339080349339,55.06930517462392,39.252572504606704,63.02501841121453,40.742868122834565
47.660558986949894,79.45715736731833,45.459912412862785,51.93476531590154,56.27759822411235
54.20142876485319,80.06188510474074,42.61827916526979,58.91855918447311,70.76192520234883
60.64634490816955,87.82251590840644,36.56850379629088,55.83623665371741,69.53200414195105
49.72691019460195,84.63672648139696,21.600084563272915,55.380236108845594,55.064082027196946
62.13329318959761,81.96993112112754,64.08444969617624,33.2156662333867,74.8092213539883
42.500426860061545,68.19985295962512,38.655484635630586,44.09558666482377,57.48111918046349
58.00237346081293,88.68606314669174,46.87572814080299,45.63372185721687,64.24962167485197
42.43112248732731,73.53993049997308,39.663694000158394,57.11018534686639,50.01825112778752
53.14285355455086,68.73487589829159,40.400422731842184,55.52928423988945,65.90683328063756
48.63405030475113,70.26548430058932,36.26384966923093,29.57469814430526,53.57011344810311
54.874390484581845,78.47853053999856,38.98167821285395,59.8406060810746,77.44086645602445
51.209513217519095,68.33129692951364,43.26610776064238,63.33874906513148,53.12637048869061
