MarketReturn,Volume,Volatility,Momentum,StockReturn
51.182566395022036,58.44346224777588,55.116529299250594,30.83128702710624,47.20669546958109
59.79169323626366,56.27060483656894,38.27194369179163,56.23855211396661,63.7233387770666
35.35551445684325,20.59649392081147,76.61095079610777,54.730023711166154,43.14062256663208
42.62667057559066,52.20185806285659,65.61527615782339,27.35317794692771,43.98583160264384
74.80951129931861,62.36928433730151,61.08961580832138,56.11544767068341,54.657219147987554
42.97737344267383,41.626752236539616,62.09198671340548,41.90588654169086,54.25748872692293
52.27603236987593,82.87831373726297,47.593665554949666,67.52694968378003,60.609576584958724
48.24135668881502,31.340189963591605,49.205546628355286,63.48854640120799,31.627736296562535
62.53564252302951,70.14330305631762,51.44010604867849,63.70545052135257,52.10381724388895
58.5707216138979,72.40370428632754,26.69036074633159,38.52171660794275,68.76022156885031
71.52680886955838,28.88111093947299,73.43455396711073,11.417908756399015,59.38384278042618
53.281914280025056,39.00331036660475,39.92680814538886,40.479744382361304,46.93771368944475
79.79053061887444,62.34655456210813,71.51606195103854,45.168842676729064,53.453883860857445
33.926080443247415,45.82332918861947,41.712506344032,57.329588362523104,39.39718415341262
37.44702602048817,55.94526378867724,49.19724549692268,39.49198912144863,37.30033803318274
39.48695336738025,62.21921790348044,56.262922135439005,38.67234312235355,39.26913768593057
32.790000469444465,44.101126015334195,51.84431379123487,36.81587988480359,82.80970340130236
59.35673652570497,49.51736685196991,51.27608937474439,29.128931336749165,32.01458362442996
69.84338171629751,74.52648243986238,16.769128552698547,57.05576243139737,70.7245775406888
44.87386849912843,72.79015296048235,61.510213543405,56.76365299207435,46.3301295394479
51.38164884023248,43.28879004490923,54.44685744764097,53.79205900668137,43.48568536842755
20.794484538943347,47.07517855459513,34.73190115221011,33.186915978759934,39.65002786109764
62.40323566860254,33.333031474945145,36.68881675798395,60.601606979025945,38.51529964771615
33.09199993284561,62.13254644330445,48.05801718264909,50.98009891570721,46.64198313543256
56.34962915968403,60.28209442226063,48.15520138380388,27.527803808876516,54.46222069300506
44.89990629644779,62.859271655576876,36.565836933114014,45.28408016988763,27.771997238252847
61.74733310612264,68.38024688140075,42.680033663230276,47.08877279544672,37.85481282149789
39.301185549878326,60.40341060698566,42.437725501966675,57.12724906800151,49.77154939483063
61.25843478788583,44.114024530021005,66.27964371773749,78.13176015208967,24.49475267968608
48.617460045336955,48.60826794345503,39.264305795055556,56.112616312205326,66.80895847128477
20.389710976277915,19.25473647442424,74.86142838618636,46.405953686771674,51.341857210884584
33.97293866999179,50.664976405719216,70.53313159310638,57.446365265726676,52.89116548507692
23.450030855592797,61.14038666699799,50.14380327164849,40.88005174712473,59.63762759033692
37.28216199683635,58.41159912516295,68.25328810748385,52.31321687102246,43.640081083771264
41.417727928175346,55.74028015606639,43.519571611360426,85.49734854260879,28.7732559704513
48.0535679962265,54.08857069157958,52.30275972675378,41.58869910505621,68.48393813820779
60.002793509645116,61.09680369525529,39.9811139543267,43.95893846735448,57.32374279308483
33.49241889787781,59.98349002604886,48.485742572836855,65.9689342027816,43.585706535079865
77.21266085490896,56.15754579752787,57.80647984814743,39.61143036062139,53.800104642875375
41.7615030192828,26.894749522714505,47.06518882352405,67.44225980168832,49.038195520744836
45.5878280429535,45.388740392508424,83.623744218258,59.126332642546146,26.149910873754372
41.8528157361299,43.98774137298965,39.18189398707935,50.96534974159851,41.391587071562284
42.30869633053125,52.3027808543859,26.889167184408578,17.733932760206486,68.64232846598567
62.55843051414821,55.53338432392164,54.57002531976126,47.16121147916005,95.2394933037265
52.89431703541105,89.12144671843305,80.94210982084671,56.92475810089465,46.85016687265264
50.24017166358,43.987593374943884,56.91502883746847,60.10692221843904,31.637164836116867
89.21699474247451,38.28526212331085,9.705198704240097,48.773033343789294,32.773389322230784
49.19857862307855,51.06387704571258,56.67922222277726,65.08782418724658,34.887879031683305
44.5499610490014,60.1782010534479,40.13880120700527,21.839060578039515,59.29090413938091
41.52120019376866,40.52281320821581,51.80098922319388,50.062074255405456,64.95829421374647
31.264172886930744,83.93230157886249,28.78788537248071,44.18376282342326,36.97214461267747
50.833103652252305,50.28161187902971,52.495506421387546,53.919951274858455,69.5959541158671
52.349624129748214,70.82540436876022,23.744042700062334,17.234905951294216,51.90553272821683
54.904941763848505,41.99212201935304,49.8479379101734,66.12993666837626,60.055198659597366
45.050533366916504,52.96804369589018,61.383258427135,31.556783074073202,37.92524185694095
63.85031424466038,24.05501996718971,33.64479203915456,31.79950325161449,63.76756690190487
33.72746246454797,61.878392482497574,44.70021610301605,76.6805822599105,51.924894309321125
66.00412566672975,56.90538541825108,43.23752455905487,49.81182509895018,50.12567500263177
43.072251129794196,63.31861743522717,87.65909842450883,51.73779670332167,60.74916805186214
57.93205236097148,10.849184536962348,57.37351492278744,56.622831130624334,31.271209595335463
23.172361126977123,56.4072304457814,74.67929514981721,44.460027062405096,45.02502171121564
84.62464361650959,63.439833207462684,31.786010190019894,39.304934958073034,82.68917165659941
40.05452151297736,42.00149030649557,60.059550281021444,46.047198182148286,56.6513848237713
54.318148411610835,47.82288010803709,68.14021396892672,30.87081700037391,51.76245576684149
41.2964597268203,74.62960647964226,47.38318570262127,78.83899533268944,43.67374053974247
51.637154256962084,66.32157204200493,35.66650555746634,72.6364849700559,50.39175508269414
56.173412416830104,58.19030776972254,48.85917651393319,37.853028268746755,51.413473210704815
19.8304518477014,30.33979783691406,47.89845937159236,73.2102815705666,72.75613936223125
64.6919935119003,26.914128857756918,54.51144230411715,37.09092083599894,48.991848546717684
64.31754932527829,59.86823380790131,69.24770281748998,28.86166804317789,34.65761288828087
72.59652131011782,72.82677944848,49.757252132241504,49.649485957861735,67.5921566519356
57.98197120942899,59.09504116501497,36.12777075788805,67.24041547278355,47.00508851379682
29.114669526547406,38.27982702976738,41.04379492503776,72.17022712173062,39.55052085218817
55.770341256535225,18.34619012071417,64.05206357518425,38.126214883214004,55.86232435323816
55.856476855177476,59.49481894474463,54.98459434194279,78.7179407750412,53.13105290450304
83.72794764406842,59.56599218471022,54.120698022903916,63.372654291445855,52.95083515768955
56.73738047528688,55.20939894154788,53.712701378128685,81.77781498031727,84.0855955567548
54.90547789862673,68.89188451503509,68.01423517852618,66.39129404523301,58.17577286930101
59.95098660364412,58.56816562661476,39.22169985468212,49.020299737725544,32.048042444726036
58.646634557255815,56.46758641500485,60.48983459461802,38.378153512897605,64.46732348031873
57.06970642965502,83.49435765132387,62.090748280354326,41.0334387141471,29.746130069290164
53.27235709252468,34.5616715868465,38.98226082140552,35.51066267773881,41.28309080126147
71.84306424323043,35.489868290571884,43.6296972882826,28.541604118193735,24.403902368328243
45.808707297743204,53.112265863837216,32.74468454018865,27.208480223241807,21.930013892913472
52.1815788202362,64.02409738172965,28.575616633238717,40.283669294873064,66.23410770371092
46.79675708214675,48.4942011789989,55.704581480640556,43.35247877510527,38.33444924952261
54.61008164098297,29.281179356756077,25.816780867036073,39.61934948190821,60.68085206239824
67.43698521113126,42.87639973064531,62.45436606863258,70.72555394143929,50.5662932135183
59.546364960951955,77.99842483789955,39.42816340409682,46.375591448633955,74.00765510298726
35.896581072939306,52.33279908589572,40.575737671133986,70.45557982391092,32.22802307060982
48.99284184041519,34.29557226676576,28.001634267604924,21.52845251224009,47.529970105296734
57.254765280933135,50.274807484264315,53.519124640508586,43.483955172511166,64.76567960033711
60.9169832399715,51.88289552635717,53.08153430295475,43.01334268378085,79.1814065200684
62.12314186328658,48.45786312790847,47.410614146011014,44.15443430286524,45.519939581477374
53.695986937009124,24.39993551255519,46.263390213627275,48.03357238741259,49.875329566204194
52.619183563013166,50.47821656699969,56.0764936650339,47.975486667875685,64.82005101691313
59.86746732865687,83.68907013377927,60.526100618983094,38.82252201254118,47.64823390422981
42.390388519697396,50.119480234502696,66.46794748723323,45.142235931974874,41.47228823432633
57.74431013649155,37.77108092826374,36.885108390681175,55.729618261488554,23.1267307536683
42.7591712393144,62.837552330403796,22.495987071300757,23.58713883007298,28.490198222022904
9.032428499929715,78.4499894622166,51.80726395269637,39.9431664049949,30.647677122360626
83.01821100601964,59.82528419369774,48.07420197689433,68.2927875916803,55.831400384352655
42.47030630692975,40.9038148806052,41.144013068261046,34.759655611443115,66.67363162856813
42.23028042499685,70.29777014271099,37.569706646826816,41.01470095291069,43.213783433270024
36.51385399212084,41.20358602331535,58.258637049274206,68.02989420487714,54.485987145469565
32.13976462522203,41.00745770653829,41.32069648516402,75.50758668191885,64.7833294559166
68.2131610716721,39.36573204561556,30.898206835470095,58.60065966102174,43.09681395697443
54.37378697358263,56.18702285217294,44.07331339392519,65.06166284000973,28.09400661095791
51.640947072274265,60.17735229068608,75.53399559426686,52.022216028525705,68.86143165988618
67.87640181720447,85.05202277754458,54.85602040093695,80.781192775055,62.15097689383036
26.987935051271723,50.43102915029002,36.251726602951294,72.9538504419352,52.528662272438815
30.206678287024346,63.24156960191219,69.8232455773533,43.952395019837724,43.29439870306671
53.02501961683679,22.83980724250812,60.645793558123884,75.36967493574988,40.23959684730347
77.64588752167847,64.92237015521538,48.84465707116341,59.52253659982418,73.96532882982306
52.12727218062818,55.888570101259056,41.96784391107734,48.201853570276754,60.5120013980171
47.294733473923756,42.448433558834274,67.26479792605696,57.23755169525804,42.79830356196541
76.29204462641721,81.70424953659384,65.21900322921567,32.08015035433132,56.105528176373184
58.82930659087407,26.225555574421175,67.8810485603504,53.13739883803198,66.83861708517925
45.416974262038615,57.26331028962277,57.97864810581175,52.828816453399014,57.370749473438465
47.94338115432238,32.25442360049725,19.374691421040872,40.73976253551034,61.862203748164156
34.41735364347868,65.91207807328169,70.86778739273981,57.090775844497685,47.51066059506199
65.37062376330135,67.3552721881352,46.623394389173804,51.27219003746554,37.79755773881602
54.293009549125024,18.99563992573199,45.61195647130238,37.20160877920274,48.67875365998797
38.07192584070607,21.30382989591657,40.19164231922603,42.8649085541581,65.97844572057478
40.383900670602216,37.2871298572308,32.12161509634208,67.13824071957146,46.65475257730151
54.084913017942625,26.84321407379262,23.677367069416412,36.471864098160566,74.34835482070814
33.62888683932152,40.60824590800278,50.19368837343231,40.622637118209084,57.17695850486723
37.53382776529291,33.484824109903826,90.76739565903753,35.948592246176204,61.92742999007919
35.866436387791225,26.885794502616577,48.64611558826154,29.886428458613977,44.10281942752576
38.062317087049124,68.77776830671843,26.870917414556807,60.13829363617363,54.27659163497773
46.563735736621574,38.62766747035619,52.58415276413186,53.37930079437646,55.90621787676408
